Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
,,,,,
170000010312,2/12/2017  3:58:38 AM,Disturbance - Verbal,Arrest,"Tureaud, Benjamin",1400 Clarewood Dr
,,,,,
170000010313,2/12/2017  4:04:14 AM,Theft,Cancelled,,1495 N LBJ Dr
,,,,,
170000010314,2/12/2017  4:21:28 AM,Threat,No Report,"Gonzales, Gavin",1701 Mill St
,,,,,
170000010315,2/12/2017  4:35:24 AM,Suicidal Person,Report,UPD Unit,605 W Hutchison St
,,,,,
170000010316,2/12/2017  4:42:30 AM,Assault,No Report,"Gonzales, Gavin",1525 Aquarena Springs Dr
,,,,,
170000010317,2/12/2017  4:54:04 AM,Attempt to Locate,No Report,,Wonder World Dr/Hwy 123
,,,,,
170000010318,2/12/2017  5:07:21 AM,Suspicious Person,No Report,"Aubry, Patrick",913 N IH 35
,,,,,
170000010319,2/12/2017  5:07:28 AM,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",800 N LBJ Dr
,,,,,
170000010321,2/12/2017  6:15:20 AM,Close Patrol,No Report,,1805 Aquarena Springs Dr
,,,,,
170000010324,2/12/2017  6:47:26 AM,Burglary - Vehicle,Refer To COPR,"Reeder, John",108 N IH 35
,,,,,
170000010326,2/12/2017  7:00:42 AM,Burglary - Vehicle,Refer To COPR,"Easterly, Evan",625 Commercial Lp
,,,,,
170000010327,2/12/2017  7:24:42 AM,Investigation,No Report,"Easterly, Evan",1001 E McCarty Ln
,,,,,
170000010330,2/12/2017  7:59:18 AM,Burglary - Vehicle,Report,"Reeder, John",108 N IH 35
,,,,,
170000010331,2/12/2017  8:01:28 AM,Animal Call,Ref oth Agncy,,113 Hill Dr
,,,,,
170000010332,2/12/2017  8:02:22 AM,Close Patrol,No Report,,710 S Loop St
,,,,,
170000010334,2/12/2017  8:24:50 AM,Burglary - Vehicle,Report,"Daenzer, Matthew",1619 N IH 35
,,,,,
170000010336,2/12/2017  8:38:09 AM,Assist EMS,No Report,"Beach, Brian",1350 N IH 35
,,,,,
170000010337,2/12/2017  8:43:57 AM,Supplement,Refer To COPR,"Reeder, John",108 N IH 35
,,,,,
170000010338,2/12/2017  8:45:09 AM,Accident - Hit and Run,Cancelled,"Daenzer, Matthew",Clarewood Dr/Hwy 80
,,,,,
170000010339,2/12/2017  8:48:50 AM,Accident - Hit and Run,Blue Form Issue,"Scott, Charles",1250 N IH 35
,,,,,
170000010340,2/12/2017  9:30:42 AM,Theft,Ref oth Agncy,"Easterly, Evan",2300 S IH 35
,,,,,
170000010343,2/12/2017  9:47:14 AM,Property - Lost/Found/Imp,No Report,"Scott, Charles",1302 W Hopkins St
,,,,,
170000010344,2/12/2017  10:16:42 AM,Public Assist,No Report,"Easterly, Evan",3939 S IH 35
,,,,,
170000010346,2/12/2017  10:30:14 AM,Attempt to Locate,No Report,,Hwy 80/Hwy 21
,,,,,
170000010348,2/12/2017  10:49:47 AM,Supplement,No Contact,"Easterly, Evan",108 N IH 35
,,,,,
170000010349,2/12/2017  10:50:28 AM,Suspicious Person,Arrest,"Beach, Brian",Oakdale Dr/Parker Dr
,,,,,
170000010350,2/12/2017  10:56:48 AM,Assist EMS,No Report,"Daenzer, Matthew",721 Gravel St
,,,,,
170000010351,2/12/2017  10:57:11 AM,Burglary - Habitation,No Report,"Beach, Brian",1701 Mill St
,,,,,
170000010352,2/12/2017  10:57:14 AM,Wanted Person,No Contact,"Scott, Charles",658 Mill St
,,,,,
170000010353,2/12/2017  10:58:01 AM,Viol City Ordinance,Verbal Warning,"Scott, Charles",E Hopkins St/RR Tracks (Walgreen's)
,,,,,
170000010355,2/12/2017  11:28:15 AM,Suicidal Person,Report,"Daenzer, Matthew",1740 Old Ranch Road 12
,,,,,
170000010356,2/12/2017  11:36:16 AM,Burglary - Habitation,Report,"Reeder, John",178 Valero Dr
,,,,,
170000010358,2/12/2017  11:41:13 AM,Assault - Aggravated,Report,"Easterly, Evan",1330 Hwy 123
,,,,,
170000010359,2/12/2017  11:49:27 AM,Accident - Minor,No Report,"Beach, Brian",1647 Post Rd
,,,,,
170000010360,2/12/2017  12:00:38 PM,Mental Health Invest,No Report,"Daenzer, Matthew",1478 River Rd
,,,,,
170000010361,2/12/2017  12:13:19 PM,Attempt to Locate,No Report,,202 SB
,,,,,
170000010362,2/12/2017  12:19:50 PM,Information,No Report,,426 Linda Dr
,,,,,
170000010363,2/12/2017  12:34:06 PM,Investigation,Arrest,"Daenzer, Matthew",811 S Guadalupe St
,,,,,
170000010373,2/12/2017  1:35:29 PM,Welfare Concern,Arrest,"Scott, Charles",E Hopkins St/N LBJ Dr
,,,,,
170000010376,2/12/2017  1:53:24 PM,Fraud,No Report,"Reeder, John",700 S Loop St
,,,,,
170000010381,2/12/2017  2:00:39 PM,Burglary - Habitation,No Report,"Cormier, Claudia",300 S Stagecoach Trl
,,,,,
170000010384,2/12/2017  2:13:00 PM,Attempt to Locate,No Report,,W Sessom Dr/N LBJ Dr
,,,,,
170000010385,2/12/2017  2:27:34 PM,Welfare Concern,No Contact,"Scott, Charles",1223 W Hopkins St
,,,,,
170000010388,2/12/2017  2:38:27 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010389,2/12/2017  2:56:36 PM,Trespassing/Unwanted,No Report,"Beach, Brian",Trestle Tree Ct/Trestle Tree
,,,,,
170000010390,2/12/2017  3:12:04 PM,Attempt to Locate,No Report,,660 E Hopkins St
,,,,,
170000010393,2/12/2017  3:21:32 PM,Accident - Minor,Blue Form Issue,"Scott, Charles",705 Aquarena Springs Dr
,,,,,
170000010397,2/12/2017  3:49:44 PM,Investigation,No Report,"Easterly, Evan",2300 S IH 35
,,,,,
170000010399,2/12/2017  4:01:21 PM,Attempt to Locate,No Report,,204 Sb35 IH
,,,,,
170000010400,2/12/2017  4:06:47 PM,Burglary - Vehicle,Refer To COPR,"Sarver, Stephen",101 Kathryn Cv
,,,,,
170000010401,2/12/2017  4:07:10 PM,Attempt to Locate,No Report,"Tennant, Casey",195 Nb35 Ih
,,,,,
170000010405,2/12/2017  4:18:16 PM,Loose Livestock,No Report,"Sarver, Stephen",3500blk Hunter Rd
,,,,,
170000010406,2/12/2017  4:24:19 PM,Disturbance - Verbal,Ignore,"Smith, Marcus",103 W Holland St
,,,,,
170000010407,2/12/2017  4:24:47 PM,Disturbance - Phys/Fight,No Report,"Tureaud, Benjamin",103 W Holland St
,,,,,
170000010409,2/12/2017  4:30:49 PM,Harassment,No Report,"Cormier, Claudia",2300 S IH 35
,,,,,
170000010413,2/12/2017  4:51:29 PM,Trespassing/Unwanted,No Report,"Cormier, Claudia",Trestle Tree/Trestle Tree Ct
,,,,,
170000010414,2/12/2017  5:06:12 PM,Harassment,No Report,"Tennant, Casey",2300 S IH 35
,,,,,
170000010415,2/12/2017  5:15:00 PM,Mental Health Invest,No Report,"Myers, Sam",1301 Wonder World Dr
,,,,,
170000010416,2/12/2017  5:15:19 PM,Disturbance - Verbal,Cancelled,"Tureaud, Benjamin",1128 Gravel St
,,,,,
170000010417,2/12/2017  5:20:24 PM,Burglary - Vehicle,Refer To COPR,"Sarver, Stephen",1415 Craddock Ave
,,,,,
170000010420,2/12/2017  5:59:55 PM,Suspicious Person,No Contact,"Tennant, Casey",1100blk Gravel St
,,,,,
170000010421,2/12/2017  6:05:20 PM,Suspicious Person,No Report,"Tureaud, Benjamin",Kissing Oak Ln/W Centerpoint Rd
,,,,,
170000010422,2/12/2017  6:09:26 PM,Child Custody,No Report,"Duckworth, Daniel",151 Wainscot Oak Way
,,,,,
170000010423,2/12/2017  6:12:47 PM,Welfare Concern,No Report,"Tennant, Casey",2913 Hunter Rd
,,,,,
170000010426,2/12/2017  6:28:11 PM,Attempt to Locate,No Report,"Duckworth, Daniel",300blk Trestle Tree
,,,,,
170000010430,2/12/2017  7:01:55 PM,Accident - Minor,Blue Form Issue,"Smith, Marcus",W Sessom Dr/N LBJ Dr
,,,,,
170000010432,2/12/2017  7:14:20 PM,Welfare Concern,No Report,"Sarver, Stephen",508 Browne Ter
,,,,,
170000010441,2/12/2017  7:41:16 PM,Child Custody,No Report,,151 Wainscot Oak Way
,,,,,
170000010443,2/12/2017  7:48:03 PM,Public Assist,No Report,"Mizanin, Rich",151 Wainscot Oak Way
,,,,,
170000010444,2/12/2017  7:48:49 PM,Attempt to Locate,No Contact,,198 NB
,,,,,
170000010447,2/12/2017  8:10:05 PM,Disturbance - Phys/Fight,No Report,"Smith, Marcus",202 N LBJ Dr
,,,,,
170000010450,2/12/2017  8:27:35 PM,Barking Dog,No Report,"Sarver, Stephen",704 Bracewood Cir
,,,,,
170000010454,2/12/2017  8:36:34 PM,Attempt to Locate,No Contact,,205 NB
,,,,,
170000010460,2/12/2017  9:25:56 PM,Wanted Person,No Report,"Sarver, Stephen",1818 Old Ranch Road 12
,,,,,
170000010467,2/12/2017  9:45:20 PM,Civil Standby,Arrest,"Beller, Paul",3751 Trail Ridge Pass
,,,,,
170000010468,2/12/2017  9:49:22 PM,Investigation,Ignore,"Cyrus, Lance",
,,,,,
170000010470,2/12/2017  9:54:39 PM,Suspicious Vehicle,No Report,"Duckworth, Daniel",104 N IH 35
,,,,,
170000010471,2/12/2017  9:58:44 PM,Investigation,No Report,"Wisener, Andrew",116 S Edward Gary St
,,,,,
170000010484,2/12/2017  10:37:25 PM,Flagged Down,No Report,"Charleswell, Eric",115 Wonder World Dr
,,,,,
170000010486,2/12/2017  10:45:16 PM,Suspicious Vehicle,No Report,"Charleswell, Eric",1900blk Corporate Dr
,,,,,
170000010488,2/12/2017  10:52:47 PM,Close Patrol,No Report,"Gonzales, Gavin",1619 N IH 35
,,,,,
170000010489,2/12/2017  10:53:34 PM,Civil Standby,No Report,"Smith, Marcus",Cheatham St/E Hopkins St
,,,,,
170000010492,2/12/2017  11:08:28 PM,Supplement,No Report,"Charleswell, Eric",2300 S IH 35
,,,,,
170000010494,2/12/2017  11:12:59 PM,Suspicious Person,No Report,"Sarver, Stephen",1404 Highland Dr
,,,,,
170000010496,2/12/2017  11:22:13 PM,Viol City Ordinance,No Report,"Tureaud, Benjamin",602 N IH 35
,,,,,
170000010497,2/12/2017  11:26:02 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010498,2/12/2017  11:31:22 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010501,2/12/2017  11:56:32 PM,Discharged Firearm,Unfounded,"Smith, Marcus",650 River Rd
,,,,,
170000010503,2/12/2017  11:57:29 PM,Suspicious Vehicle,Arrest,"Tennant, Casey",1001 E McCarty Ln
,,,,,
170000010504,2/13/2017  12:06:06 AM,Suspicious Vehicle,No Report,"Putnam, Justin",1501 Post Rd
,,,,,
170000010507,2/13/2017  12:27:05 AM,Discharged Firearm,No Report,"Tureaud, Benjamin",900 Peques St
,,,,,
170000010513,2/13/2017  12:45:17 AM,Assault,Report,"Tureaud, Benjamin",1800 Post Rd
,,,,,
170000010514,2/13/2017  12:48:18 AM,Disturbance - Verbal,No Report,"Sarver, Stephen",1250 Sadler Dr
,,,,,
170000010515,2/13/2017  1:04:19 AM,Attempt to Locate,No Report,"Gonzales, Gavin",210 SB
,,,,,
170000010517,2/13/2017  1:27:23 AM,Assist EMS,No Report,"Tureaud, Benjamin",1015 Hwy 80
,,,,,
170000010518,2/13/2017  1:50:29 AM,Pedestrian Stop,No Report,"Duckworth, Daniel",Staples Rd/E De Zavala Dr
,,,,,
170000010520,2/13/2017  1:59:36 AM,Suspicious Person,No Report,"Charleswell, Eric",1550 N IH 35
,,,,,
170000010521,2/13/2017  2:05:14 AM,Disturbance - Verbal,Arrest,"Sarver, Stephen",1250 Sadler Dr
,,,,,
170000010522,2/13/2017  2:08:03 AM,Suspicious Person,No Report,"Duckworth, Daniel",650 River Rd
,,,,,
170000010523,2/13/2017  2:08:42 AM,Suspicious Vehicle,No Report,"Tureaud, Benjamin",Haynes St/Field St
,,,,,
170000010524,2/13/2017  2:09:04 AM,Suspicious Vehicle,No Report,"Putnam, Justin",1400blk Aquarena Springs Dr
,,,,,
170000010525,2/13/2017  2:14:23 AM,Unsecured/Open Building,No Report,"Tureaud, Benjamin",211 Lee St
,,,,,
170000010526,2/13/2017  2:15:41 AM,Disturbance - Noise,Unfounded,"Davidson, Travis",1518 Old Ranch Road 12
,,,,,
170000010527,2/13/2017  2:43:45 AM,Suspicious Vehicle,No Report,"Duckworth, Daniel",555 Cheatham St
,,,,,
170000010530,2/13/2017  3:16:14 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010531,2/13/2017  3:18:48 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010532,2/13/2017  3:34:35 AM,Attempt to Locate,No Report,,1302 W Hopkins St
,,,,,
170000010534,2/13/2017  4:05:51 AM,Disturbance - Verbal,No Report,"Gonzales, Gavin",345 Champions Blvd
,,,,,
170000010535,2/13/2017  4:32:41 AM,Burglary - Vehicle,No Report,"Gonzales, Gavin",1619 N IH 35
,,,,,
170000010536,2/13/2017  4:49:19 AM,Welfare Concern,No Report,,1351 Sadler Dr
,,,,,
170000010537,2/13/2017  4:53:54 AM,Suspicious Vehicle,No Report,"Wisener, Andrew",1121 N IH 35
,,,,,
170000010539,2/13/2017  5:05:14 AM,Investigation,No Report,"Gonzales, Gavin",1805 Aquarena Springs Dr
,,,,,
170000010543,2/13/2017  5:39:58 AM,Assist EMS,No Report,"Gonzales, Gavin",1400 Clarewood Dr
,,,,,
170000010551,2/13/2017  7:27:44 AM,Attempt to Locate,No Report,"Saavedra, Jesse",198 NB
,,,,,
170000010553,2/13/2017  7:35:46 AM,Theft,Cancelled,,229 Newberry Trl
,,,,,
170000010554,2/13/2017  7:43:07 AM,Attempt to Locate,No Report,,Hwy 80/River Rd
,,,,,
170000010556,2/13/2017  7:55:53 AM,Viol City Ordinance,No Report,"Slaughter, Dustin",Craddock Ave/N Bishop St
,,,,,
170000010558,2/13/2017  8:23:37 AM,Property - Lost/Found/Imp,No Report,"Saavedra, Jesse",1330 Wonder World Dr
,,,,,
170000010559,2/13/2017  8:24:05 AM,Viol City Ordinance,Verbal Warning,"Verver, Elias",1015 Hwy 80
,,,,,
170000010560,2/13/2017  8:24:56 AM,Flagged Down,No Report,"Raven, Kassondra",2300 S IH 35
,,,,,
170000010562,2/13/2017  8:43:32 AM,Attempt to Locate,No Report,,210 SB
,,,,,
170000010565,2/13/2017  9:17:21 AM,Public Assist,No Report,"Saavedra, Jesse",3939 S IH 35
,,,,,
170000010566,2/13/2017  9:19:34 AM,Death Investigation,No Report,,1900 Medical Pkwy
,,,,,
170000010567,2/13/2017  9:27:31 AM,,Ignore,,
,,,,,
170000010571,2/13/2017  10:13:07 AM,Criminal Mischief,Blue Form Issue,"Saavedra, Jesse",1202 Clovis Barker Rd
,,,,,
170000010572,2/13/2017  10:20:49 AM,Fraud,No Report,"Salinas, Hollie",2300 S IH 35
,,,,,
170000010573,2/13/2017  10:36:22 AM,Welfare Concern,No Report,"Stephens, Paul",4300 S IH 35
,,,,,
170000010574,2/13/2017  11:01:06 AM,Solicitors,No Report,"Slaughter, Dustin",200 W Hopkins St
,,,,,
170000010578,2/13/2017  11:23:49 AM,Accident - Hit and Run,Blue Form Issue,"Verver, Elias",1650 River Rd
,,,,,
170000010582,2/13/2017  11:52:03 AM,Supplement,No Report,"Engler, Tracy",2601 S IH 35
,,,,,
170000010584,2/13/2017  12:03:43 PM,Harassment,No Report,"Salinas, Hollie",2300 S IH 35
,,,,,
170000010586,2/13/2017  12:11:04 PM,Viol City Ordinance,Verbal Warning,"Verver, Elias",E Access Rd/Hwy 80
,,,,,
170000010588,2/13/2017  12:21:38 PM,Accident - Minor,Report,"Verver, Elias",1500blk Aquarena Springs Dr
,,,,,
170000010589,2/13/2017  12:23:49 PM,Mental Health Invest,Report,"Verver, Elias",1106 N IH 35
,,,,,
170000010591,2/13/2017  12:43:10 PM,Theft,No Report,"Salinas, Hollie",2300 S IH 35
,,,,,
170000010592,2/13/2017  12:48:16 PM,Disturbance - Phys/Fight,Report,"Sheridan, Grant",333 Stagecoach Trl
,,,,,
170000010593,2/13/2017  12:56:45 PM,Public Assist,Report,"Salinas, Hollie",2300 S IH 35
,,,,,
170000010596,2/13/2017  1:12:28 PM,Trespassing/Unwanted,No Report,"Raven, Kassondra",905 Hwy 80
,,,,,
170000010598,2/13/2017  1:40:12 PM,Mental Health Invest,Ignore,"Sheridan, Grant",1301 Wonder World Dr
,,,,,
170000010600,2/13/2017  1:54:20 PM,Supplement,No Report,"Raven, Kassondra",211 W Grove St
,,,,,
170000010602,2/13/2017  1:57:53 PM,Information,No Report,"Slaughter, Dustin",1300 Girard Ave
,,,,,
170000010603,2/13/2017  2:00:00 PM,Accident - Major/Injury,Blue Form Issue,"Raven, Kassondra",Cape Rd/Hwy 123
,,,,,
170000010604,2/13/2017  2:00:54 PM,Criminal Mischief,Report,"Sembera, Jeremy",1415 Craddock Ave
,,,,,
170000010606,2/13/2017  2:01:36 PM,Public Assist,No Report,"Salinas, Hollie",2300 S IH 35
,,,,,
170000010607,2/13/2017  2:03:51 PM,Public Assist,No Report,"Saavedra, Jesse",2300 S IH 35
,,,,,
170000010609,2/13/2017  2:28:31 PM,Viol City Ordinance,Verbal Warning,"Verver, Elias",935 Hwy 80
,,,,,
170000010612,2/13/2017  2:59:45 PM,Public Assist,No Report,"Sembera, Jeremy",129 W Hutchison St
,,,,,
170000010614,2/13/2017  3:20:19 PM,Accident - Minor,Report,"Slaughter, Dustin",1700blk Hunter Rd
,,,,,
170000010615,2/13/2017  3:24:16 PM,Supplement,No Report,"Salinas, Hollie",1441 Leah Ave
,,,,,
170000010616,2/13/2017  3:27:13 PM,Attempt to Locate,No Report,,209 SB
,,,,,
170000010617,2/13/2017  3:27:41 PM,Suspicious Person,No Contact,"Sembera, Jeremy",129 W Hutchison St
,,,,,
170000010622,2/13/2017  3:42:50 PM,Close Patrol,No Report,,1117 Perkins St
,,,,,
170000010623,2/13/2017  3:47:45 PM,Attempt to Locate,No Report,,Hwy 21/RR Tracks
,,,,,
170000010624,2/13/2017  3:57:48 PM,Assault,Detention Juv,"Follis, Brad",301 Foxtail Run
,,,,,
170000010626,2/13/2017  4:05:50 PM,Welfare Concern,No Report,"Osborne, Joseph",300 S Stagecoach Trl
,,,,,
170000010627,2/13/2017  4:06:49 PM,Public Assist,No Report,"Drake, Denise",2300 S IH 35
,,,,,
170000010628,2/13/2017  4:20:36 PM,Credit/Debit Abuse,No Report,"Blackwood, Kevin",2300 S IH 35
,,,,,
170000010629,2/13/2017  4:23:28 PM,Close Patrol,No Report,,2600blk Rattler Rd
,,,,,
170000010631,2/13/2017  4:49:44 PM,Harassment,Refer To COPR,"Blackwood, Kevin",2300 S IH 35
,,,,,
170000010634,2/13/2017  5:00:49 PM,Information,No Report,"Sheridan, Grant",1200 N Bishop St
,,,,,
170000010639,2/13/2017  5:20:39 PM,Welfare Concern,No Report,,510 Patton St
,,,,,
170000010641,2/13/2017  5:38:16 PM,Burglary - Vehicle,Refer To COPR,"Blackwood, Kevin",4040 S IH 35
,,,,,
170000010642,2/13/2017  5:42:54 PM,Suspicious Person,No Report,"Osborne, Joseph",2211 S IH 35
,,,,,
170000010643,2/13/2017  5:52:47 PM,Viol City Ordinance,No Report,"Seals, Bradley",1001 Alamo St
,,,,,
170000010646,2/13/2017  5:59:07 PM,Disturbance - Noise,Unfounded,"Cope, John",1800 Post Rd
,,,,,
170000010647,2/13/2017  6:01:09 PM,Assist Outside Agency,Report,"Mallow, Mike",1701 Mill St
,,,,,
170000010648,2/13/2017  6:01:10 PM,Attempt to Locate,No Contact,"Elrod, Candace",201 SB
,,,,,
170000010649,2/13/2017  6:02:42 PM,Supplement,Ref oth Agncy,,2300 S IH 35
,,,,,
170000010651,2/13/2017  6:38:42 PM,Theft,Refer To COPR,"Cope, John",3939 S IH 35
,,,,,
170000010656,2/13/2017  6:45:14 PM,Information,Ref oth Agncy,,Patton St/RR Tracks (Railroad St Side)
,,,,,
170000010658,2/13/2017  7:00:54 PM,Discharged Firearm,Report,"Seals, Bradley",1701 Mill St
,,,,,
170000010659,2/13/2017  7:13:08 PM,Marijuana,No Report,"Seals, Bradley",817 Chestnut St
,,,,,
170000010660,2/13/2017  7:19:42 PM,Sick Person,Cancelled,,323 Lee St
,,,,,
170000010664,2/13/2017  7:39:58 PM,Assault,Report,"Blackwood, Kevin",209 N IH 35
,,,,,
170000010667,2/13/2017  7:54:39 PM,Property - Lost/Found/Imp,No Report,"Saavedra, Tim",2300 S IH 35
,,,,,
170000010672,2/13/2017  8:01:59 PM,Disturbance - Verbal,No Report,"Royal, GeCorrie",1015 Hwy 80
,,,,,
170000010673,2/13/2017  8:09:19 PM,Disturbance - Phys/Fight,No Report,"McGee, Miranda",1301 Wonder World Dr
,,,,,
170000010674,2/13/2017  8:20:38 PM,Burglary - Vehicle,No Report,"Royal, GeCorrie",1015 Hwy 80
,,,,,
170000010675,2/13/2017  8:37:34 PM,Disturbance - Verbal,No Report,"Royal, GeCorrie",612 Mill St
,,,,,
170000010679,2/13/2017  8:59:34 PM,Welfare Concern,No Report,"Seals, Bradley",222 Riverside Dr
,,,,,
170000010682,2/13/2017  9:08:42 PM,Welfare Concern,No Report,"Seals, Bradley",701 Cheatham St
,,,,,
170000010684,2/13/2017  9:15:33 PM,Disturbance - Noise,Unfounded,"Royal, GeCorrie",100blk Rock Bluff Ln
,,,,,
170000010687,2/13/2017  9:36:29 PM,Wanted Person,Arrest,"Blackwood, Kevin",201 SB
,,,,,
170000010692,2/13/2017  10:05:49 PM,911 Transfer,No Report,,6065 SE SECTOR - AT&T MOBILITYMOBILITY
,,,,,
170000010696,2/13/2017  10:11:56 PM,911 Transfer,Ref oth Agncy,,6065 SE SECTOR - AT&T MOBILITYMOBILITY
,,,,,
170000010699,2/13/2017  10:22:30 PM,Suspicious Vehicle,Citation Issued,"Osborne, Joseph",1700BLK Hunter Rd
,,,,,
170000010701,2/13/2017  10:24:51 PM,Runaway,No Report,"Duckworth, Daniel",801 River Rd
,,,,,
170000010702,2/13/2017  10:24:53 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010706,2/13/2017  10:44:43 PM,Suspicious Vehicle,No Report,"McGee, Miranda",4015 S IH 35
,,,,,
170000010708,2/13/2017  10:57:20 PM,Suspicious Circumstances,No Report,,501 Lockwood Dr
,,,,,
170000010712,2/13/2017  11:08:25 PM,911 Transfer,Ref oth Agncy,,101 UHLAND - E
,,,,,
170000010714,2/13/2017  11:11:39 PM,Investigation,No Report,"Saavedra, Tim",756 Clearview Cir
,,,,,
170000010718,2/13/2017  11:23:57 PM,Burglary - Vehicle,Refer To COPR,"McGee, Miranda",1011 Wonder World Dr
,,,,,
170000010719,2/13/2017  11:27:11 PM,Investigation,No Report,"Wisener, Andrew",1310 Advance St
,,,,,
170000010720,2/13/2017  11:30:07 PM,Suspicious Vehicle,No Report,"Pierce, Basil",170 Charles Austin Dr
,,,,,
170000010721,2/13/2017  11:31:48 PM,Burglary - Habitation,No Report,"Seals, Bradley",1013 Cheatham St
,,,,,
170000010722,2/13/2017  11:32:29 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010723,2/13/2017  11:35:15 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010724,2/13/2017  11:36:57 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010728,2/13/2017  11:54:43 PM,Information,No Report,,2300 S IH 35
,,,,,
170000010730,2/14/2017  12:01:25 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010732,2/14/2017  12:07:07 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010733,2/14/2017  12:10:08 AM,Attempt to Locate,No Report,,206 SB
,,,,,
170000010735,2/14/2017  12:25:19 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010740,2/14/2017  12:51:21 AM,Assist Outside Agency,No Report,"Seals, Bradley",1740 Old Ranch Road 12
,,,,,
170000010741,2/14/2017  12:52:48 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010744,2/14/2017  1:04:23 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010747,2/14/2017  1:13:08 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010748,2/14/2017  1:14:39 AM,Mental Health Invest,Report,"Pierce, Basil",1629 Post Rd
,,,,,
170000010749,2/14/2017  1:19:22 AM,Disturbance - Verbal,No Report,"Osborne, Joseph",606 Bracewood Cir
,,,,,
170000010752,2/14/2017  1:30:33 AM,Suspicious Person,No Report,"Duckworth, Daniel",1635 Aquarena Springs Dr
,,,,,
170000010755,2/14/2017  1:55:54 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010757,2/14/2017  2:02:30 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010758,2/14/2017  2:08:10 AM,Disturbance - Verbal,No Report,"Pierce, Basil",812 E Bluebonnet Dr
,,,,,
170000010759,2/14/2017  2:08:42 AM,Information,No Report,"Lee, Don",2300 S IH 35
,,,,,
170000010761,2/14/2017  2:11:13 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010763,2/14/2017  2:17:37 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010764,2/14/2017  2:23:53 AM,Information,Cancelled,,2300 S IH 35
,,,,,
170000010765,2/14/2017  2:27:33 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010767,2/14/2017  2:29:55 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010768,2/14/2017  2:30:03 AM,Suspicious Person,No Report,"McGee, Miranda",Texas Ave/W Access Rd
,,,,,
170000010769,2/14/2017  2:33:32 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010770,2/14/2017  2:36:13 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010771,2/14/2017  2:42:38 AM,Accident - Hit and Run,No Report,"McGee, Miranda",1235 W MLK Dr
,,,,,
170000010772,2/14/2017  2:44:18 AM,Suspicious Circumstances,No Report,"Seals, Bradley",1701 Mill St
,,,,,
170000010774,2/14/2017  2:48:18 AM,Attempt to Locate,No Report,,512 Craddock Ave
,,,,,
170000010777,2/14/2017  3:20:52 AM,Attempt to Locate,No Report,,5700blk S Ih 35
,,,,,
170000010779,2/14/2017  3:50:22 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010780,2/14/2017  3:53:27 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010781,2/14/2017  4:02:25 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010782,2/14/2017  4:07:37 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010783,2/14/2017  4:08:57 AM,Accident - Major/Injury,Blue Form Issue,"McGee, Miranda",206 NB
,,,,,
170000010786,2/14/2017  4:21:04 AM,Suspicious Vehicle,No Report,"Williams, Tiffany",2300 S IH 35
,,,,,
170000010787,2/14/2017  4:22:42 AM,Accident - Major/Injury,Report,"McGee, Miranda",204 Sb35 IH
,,,,,
170000010788,2/14/2017  4:25:28 AM,Accident - Major/Injury,Ignore,,202 SB
,,,,,
170000010789,2/14/2017  4:35:42 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010790,2/14/2017  4:45:00 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010791,2/14/2017  4:47:10 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010792,2/14/2017  4:53:25 AM,Suspicious Circumstances,Arrest,"McGee, Miranda",504 Candlelight Ln
,,,,,
170000010793,2/14/2017  4:58:34 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010794,2/14/2017  5:06:31 AM,Information,No Report,,2300 S IH 35
,,,,,
170000010795,2/14/2017  5:20:42 AM,Alarm - Robbery,Cancelled,,612 Clyde Ct
,,,,,
170000010796,2/14/2017  5:42:02 AM,Burglary - Habitation,No Report,"Pierce, Basil",1150 E River Ridge Pkwy
,,,,,
