Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
170000010166,2/11/2017  5:01:55 PM,Accident - Hit and Run,Blue Form Issue,"Smith, Marcus",218 Moore St
170000010170,2/11/2017  5:10:46 PM,Accident - Minor,Citation Issued,"Tennant, Casey",Chisos St/W Access Rd
170000010171,2/11/2017  5:13:50 PM,Disturbance - Noise,Verbal Warning,"Cormier, Claudia",1415 Craddock Ave
170000010180,2/11/2017  5:56:00 PM,Accident - Minor,Blue Form Issue,"Mizanin, Rich",Aquarena Springs Dr/E Sessom Dr
170000010210,2/11/2017  8:50:27 PM,Disturbance - Verbal,Arrest,"Tennant, Casey",1608 Parkview Ln
170000010216,2/11/2017  9:16:56 PM,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",1631 Aquarena Springs Dr
170000010221,2/11/2017  9:34:26 PM,Accident - Minor,Arrest,"Charleswell, Eric",E Hopkins St/Riverside Dr
170000010223,2/11/2017  9:44:39 PM,Disturbance - Noise,Warning,"Tureaud, Benjamin",1951 Hunter Rd
170000010224,2/11/2017  9:50:00 PM,Attempt to Locate,Ref oth Agncy,,211 Nb35 Ih
170000010236,2/11/2017  10:47:07 PM,Viol City Ordinance,Citation Issued,"Gonzales, Gavin",1150 E River Ridge Pkwy
170000010237,2/11/2017  10:51:51 PM,Disturbance - Noise,Citation Issued,"Gonzales, Gavin",1655 Mill St
170000010253,2/12/2017  12:15:43 AM,Disturbance - Noise,Verbal Warning,"Davidson, Travis",115 E Holland St
170000010256,2/12/2017  12:19:09 AM,Disturbance - Noise,Citation Issued,"Tureaud, Benjamin",1111 Avalon Ave
170000010261,2/12/2017  12:31:49 AM,Disturbance - Noise,Citation Issued,"Tureaud, Benjamin",1101 E River Ridge Pkwy
170000010262,2/12/2017  12:33:24 AM,Disturbance - Noise,Verbal Warning,"Sparenberg, Andrew",1850 Aquarena Springs Dr
170000010266,2/12/2017  12:51:10 AM,Disturbance - Noise,Verbal Warning,"Davidson, Travis",325 North St
170000010267,2/12/2017  1:05:16 AM,Alcohol Violation,Citation Issued,"Prado, Richard",120 E San Antonio St
170000010278,2/12/2017  1:40:05 AM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",650 River Rd
170000010279,2/12/2017  1:44:14 AM,Disturbance - Noise,Cond Citation,"Davidson, Travis",115 E Holland St
170000010280,2/12/2017  1:46:58 AM,Suspicious Vehicle,Citation Issued,"Charleswell, Eric",350 North St
170000010281,2/12/2017  1:47:35 AM,Theft,Report,"Myers, Sam",100 N Guadalupe St
170000010282,2/12/2017  1:55:14 AM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",650 River Rd
170000010285,2/12/2017  1:58:30 AM,Theft,Refer To COPR,"Beller, Paul",650 River Rd
170000010291,2/12/2017  2:18:19 AM,Accident - Unknown,Ref oth Agncy,,208 SB
170000010294,2/12/2017  2:24:38 AM,Threat,Arrest,"Aubry, Patrick",109 West Ave
170000010297,2/12/2017  2:26:15 AM,Disturbance - Phys/Fight,Verbal Warning,"Tennant, Casey",135 Long St
170000010299,2/12/2017  2:36:58 AM,Accident - Minor,Blue Form Issue,,1004 Hwy 123
170000010307,2/12/2017  3:15:00 AM,Accident - Hit and Run,Arrest,"Gonzales, Gavin",1901 N IH 35
170000010312,2/12/2017  3:58:38 AM,Disturbance - Verbal,Arrest,"Tureaud, Benjamin",1400 Clarewood Dr
170000010315,2/12/2017  4:35:24 AM,Suicidal Person,Report,UPD Unit,605 W Hutchison St
170000010319,2/12/2017  5:07:28 AM,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",800 N LBJ Dr
170000010324,2/12/2017  6:47:26 AM,Burglary - Vehicle,Refer To COPR,"Reeder, John",108 N IH 35
170000010326,2/12/2017  7:00:42 AM,Burglary - Vehicle,Refer To COPR,"Easterly, Evan",625 Commercial Lp
170000010330,2/12/2017  7:59:18 AM,Burglary - Vehicle,Report,"Reeder, John",108 N IH 35
170000010331,2/12/2017  8:01:28 AM,Animal Call,Ref oth Agncy,,113 Hill Dr
170000010334,2/12/2017  8:24:50 AM,Burglary - Vehicle,Report,"Daenzer, Matthew",1619 N IH 35
170000010337,2/12/2017  8:43:57 AM,Supplement,Refer To COPR,"Reeder, John",108 N IH 35
170000010339,2/12/2017  8:48:50 AM,Accident - Hit and Run,Blue Form Issue,"Scott, Charles",1250 N IH 35
170000010340,2/12/2017  9:30:42 AM,Theft,Ref oth Agncy,"Easterly, Evan",2300 S IH 35
170000010349,2/12/2017  10:50:28 AM,Suspicious Person,Arrest,"Beach, Brian",Oakdale Dr/Parker Dr
170000010353,2/12/2017  10:58:01 AM,Viol City Ordinance,Verbal Warning,"Scott, Charles",E Hopkins St/RR Tracks (Walgreen's)
170000010355,2/12/2017  11:28:15 AM,Suicidal Person,Report,"Daenzer, Matthew",1740 Old Ranch Road 12
170000010356,2/12/2017  11:36:16 AM,Burglary - Habitation,Report,"Reeder, John",178 Valero Dr
170000010358,2/12/2017  11:41:13 AM,Assault - Aggravated,Report,"Easterly, Evan",1330 Hwy 123
170000010363,2/12/2017  12:34:06 PM,Investigation,Arrest,"Daenzer, Matthew",811 S Guadalupe St
170000010373,2/12/2017  1:35:29 PM,Welfare Concern,Arrest,"Scott, Charles",E Hopkins St/N LBJ Dr
170000010393,2/12/2017  3:21:32 PM,Accident - Minor,Blue Form Issue,"Scott, Charles",705 Aquarena Springs Dr
170000010400,2/12/2017  4:06:47 PM,Burglary - Vehicle,Refer To COPR,"Sarver, Stephen",101 Kathryn Cv
170000010417,2/12/2017  5:20:24 PM,Burglary - Vehicle,Refer To COPR,"Sarver, Stephen",1415 Craddock Ave
170000010430,2/12/2017  7:01:55 PM,Accident - Minor,Blue Form Issue,"Smith, Marcus",W Sessom Dr/N LBJ Dr
170000010467,2/12/2017  9:45:20 PM,Civil Standby,Arrest,"Beller, Paul",3751 Trail Ridge Pass
170000010503,2/12/2017  11:57:29 PM,Suspicious Vehicle,Arrest,"Tennant, Casey",1001 E McCarty Ln
170000010513,2/13/2017  12:45:17 AM,Assault,Report,"Tureaud, Benjamin",1800 Post Rd
170000010521,2/13/2017  2:05:14 AM,Disturbance - Verbal,Arrest,"Sarver, Stephen",1250 Sadler Dr
170000010559,2/13/2017  8:24:05 AM,Viol City Ordinance,Verbal Warning,"Verver, Elias",1015 Hwy 80
170000010571,2/13/2017  10:13:07 AM,Criminal Mischief,Blue Form Issue,"Saavedra, Jesse",1202 Clovis Barker Rd
170000010578,2/13/2017  11:23:49 AM,Accident - Hit and Run,Blue Form Issue,"Verver, Elias",1650 River Rd
170000010586,2/13/2017  12:11:04 PM,Viol City Ordinance,Verbal Warning,"Verver, Elias",E Access Rd/Hwy 80
170000010588,2/13/2017  12:21:38 PM,Accident - Minor,Report,"Verver, Elias",1500blk Aquarena Springs Dr
170000010589,2/13/2017  12:23:49 PM,Mental Health Invest,Report,"Verver, Elias",1106 N IH 35
170000010592,2/13/2017  12:48:16 PM,Disturbance - Phys/Fight,Report,"Sheridan, Grant",333 Stagecoach Trl
170000010593,2/13/2017  12:56:45 PM,Public Assist,Report,"Salinas, Hollie",2300 S IH 35
170000010603,2/13/2017  2:00:00 PM,Accident - Major/Injury,Blue Form Issue,"Raven, Kassondra",Cape Rd/Hwy 123
170000010604,2/13/2017  2:00:54 PM,Criminal Mischief,Report,"Sembera, Jeremy",1415 Craddock Ave
170000010609,2/13/2017  2:28:31 PM,Viol City Ordinance,Verbal Warning,"Verver, Elias",935 Hwy 80
170000010614,2/13/2017  3:20:19 PM,Accident - Minor,Report,"Slaughter, Dustin",1700blk Hunter Rd
170000010624,2/13/2017  3:57:48 PM,Assault,Detention Juv,"Follis, Brad",301 Foxtail Run
170000010631,2/13/2017  4:49:44 PM,Harassment,Refer To COPR,"Blackwood, Kevin",2300 S IH 35
170000010641,2/13/2017  5:38:16 PM,Burglary - Vehicle,Refer To COPR,"Blackwood, Kevin",4040 S IH 35
170000010647,2/13/2017  6:01:09 PM,Assist Outside Agency,Report,"Mallow, Mike",1701 Mill St
170000010649,2/13/2017  6:02:42 PM,Supplement,Ref oth Agncy,,2300 S IH 35
170000010651,2/13/2017  6:38:42 PM,Theft,Refer To COPR,"Cope, John",3939 S IH 35
170000010656,2/13/2017  6:45:14 PM,Information,Ref oth Agncy,,Patton St/RR Tracks (Railroad St Side)
170000010658,2/13/2017  7:00:54 PM,Discharged Firearm,Report,"Seals, Bradley",1701 Mill St
170000010664,2/13/2017  7:39:58 PM,Assault,Report,"Blackwood, Kevin",209 N IH 35
170000010687,2/13/2017  9:36:29 PM,Wanted Person,Arrest,"Blackwood, Kevin",201 SB
170000010696,2/13/2017  10:11:56 PM,911 Transfer,Ref oth Agncy,,6065 SE SECTOR - AT&T MOBILITYMOBILITY
170000010699,2/13/2017  10:22:30 PM,Suspicious Vehicle,Citation Issued,"Osborne, Joseph",1700BLK Hunter Rd
170000010712,2/13/2017  11:08:25 PM,911 Transfer,Ref oth Agncy,,101 UHLAND - E
170000010718,2/13/2017  11:23:57 PM,Burglary - Vehicle,Refer To COPR,"McGee, Miranda",1011 Wonder World Dr
170000010748,2/14/2017  1:14:39 AM,Mental Health Invest,Report,"Pierce, Basil",1629 Post Rd
170000010783,2/14/2017  4:08:57 AM,Accident - Major/Injury,Blue Form Issue,"McGee, Miranda",206 NB
170000010787,2/14/2017  4:22:42 AM,Accident - Major/Injury,Report,"McGee, Miranda",204 Sb35 IH
170000010792,2/14/2017  4:53:25 AM,Suspicious Circumstances,Arrest,"McGee, Miranda",504 Candlelight Ln
170000010798,2/14/2017  6:03:26 AM,Animal Call,Ref oth Agncy,,3700blk Hwy 123
170000010816,2/14/2017  9:16:20 AM,Attempt to Locate,Arrest,"Raven, Scott",1001 Hwy 123
170000010825,2/14/2017  10:17:15 AM,Fraud,Report,"Salinas, Hollie",2300 S IH 35
170000010832,2/14/2017  11:05:24 AM,Accident - Minor,Blue Form Issue,"Raven, Kassondra",390 S LBJ Dr
170000010839,2/14/2017  11:44:23 AM,Fraud,Report,"Saavedra, Jesse",2300 S IH 35
170000010840,2/14/2017  11:46:20 AM,Theft,Citation Issued,"Verver, Elias",641 E Hopkins St
170000010844,2/14/2017  12:29:01 PM,Accident - Hit and Run,Blue Form Issue,,2500 Hunter Rd
170000010857,2/14/2017  1:32:57 PM,Accident - Hit and Run,Report,"Raven, Kassondra",Patton St/Knox St
170000010874,2/14/2017  2:27:03 PM,Suspicious Vehicle,Citation Issued,"Slaughter, Dustin",900BLK Sagewood Trl
170000010875,2/14/2017  2:33:53 PM,Threat,Report,"Sembera, Jeremy",939 Cheatham St
170000010880,2/14/2017  2:50:26 PM,Property - Lost/Found/Imp,Report,,2300 S IH 35
170000010889,2/14/2017  3:13:25 PM,Disturbance - Phys/Fight,Ref oth Agncy,"Raven, Kassondra",201 NB
170000010891,2/14/2017  3:46:00 PM,Accident - Minor,Report,"Verver, Elias",1354 Thorpe Ln
170000010895,2/14/2017  4:11:31 PM,Theft,Report,"Stephens, Paul",3939 S IH 35
170000010899,2/14/2017  5:04:13 PM,Theft,Report,"Blackwood, Kevin",850 Barnes Dr
170000010900,2/14/2017  5:12:47 PM,Attempt to Locate,Ref oth Agncy,,210 NB
170000010905,2/14/2017  5:44:18 PM,Attempt to Locate,Ref oth Agncy,,198 SB
170000010945,2/14/2017  9:14:42 PM,Assault,Arrest,"Blackwood, Kevin",2250 Clovis Barker Rd
170000010947,2/14/2017  9:21:07 PM,Suspicious Vehicle,Verbal Warning,"Seals, Bradley",121 W San Antonio St
170000010970,2/14/2017  10:40:13 PM,Disturbance - Noise,Verbal Warning,"Duckworth, Daniel",650 River Rd
170000010974,2/14/2017  10:53:55 PM,Runaway,Report,"Saavedra, Tim",1350 Wonder World Dr
170000010978,2/14/2017  11:00:32 PM,Accident - Minor,Blue Form Issue,"Royal, GeCorrie",E Access Rd/Yarrington Rd
170000010982,2/14/2017  11:12:35 PM,Disturbance - Noise,Verbal Warning,"Seals, Bradley",1354 Thorpe Ln
170000010993,2/15/2017  12:00:55 AM,Sexual Assault,Ref oth Agncy,,100 Blk Skycrest Dr
170000011008,2/15/2017  1:15:00 AM,Disturbance - Phys/Fight,Arrest,"Pierce, Basil",109 West Ave
170000011027,2/15/2017  2:54:09 AM,Disturbance - Noise,Verbal Warning,"Pierce, Basil",1354 Thorpe Ln
170000011030,2/15/2017  3:55:35 AM,Accident - Minor,Citation Issued,"Pierce, Basil",1410 N LBJ Dr
170000011032,2/15/2017  4:41:07 AM,Assault,Report,"McGee, Miranda",450 Burleson St
170000011057,2/15/2017  7:33:49 AM,Accident - Major/Injury,Report,"Daenzer, Matthew",220 E Sessom Dr
170000011104,2/15/2017  10:30:11 AM,Burglary - Building,Report,"Beach, Brian",1108 N IH 35
170000011123,2/15/2017  12:07:42 PM,Theft,Report,"Scott, Charles",2300 S IH 35
170000011133,2/15/2017  12:45:14 PM,Disturbance - Verbal,Report,"Daenzer, Matthew",516 Harvey St
170000011177,2/15/2017  3:49:54 PM,Disturbance - Verbal,Arrest,"Tennant, Casey",310 N IH 35
170000011178,2/15/2017  3:50:35 PM,Assault,Report,"Wooten, Christopher",324 Patricia Dr
170000011183,2/15/2017  4:18:54 PM,Accident - Unknown,Report,"Cormier, Claudia",Thorpe Ln/E Hopkins St
170000011198,2/15/2017  5:10:50 PM,Disturbance - Noise,Verbal Warning,"Wooten, Christopher",1701 Mill St
170000011204,2/15/2017  5:23:28 PM,Pedestrian Stop,Citation Issued,"Hartman, Ryan",100blk E Hutchison St
170000011209,2/15/2017  5:30:30 PM,Theft,Report,"Gibson, Kathryn",2300 S IH 35
170000011216,2/15/2017  6:02:24 PM,Harassment,Refer To COPR,"Gibson, Kathryn",711 Barbara Dr
170000011228,2/15/2017  6:41:47 PM,Accident - Minor,Report,"Tennant, Casey",W Access Rd/Rio Vista St
170000011230,2/15/2017  6:46:12 PM,Harassment,Ref oth Agncy,"Gibson, Kathryn",2300 S IH 35
170000011233,2/15/2017  6:56:58 PM,Accident - Minor,Blue Form Issue,"Tennant, Casey",1525 Aquarena Springs Dr
170000011252,2/15/2017  7:43:56 PM,Disturbance - Verbal,Verbal Warning,"Tureaud, Benjamin",1655 Mill St
170000011261,2/15/2017  8:22:43 PM,Disturbance - Noise,Verbal Warning,"Tennant, Casey",700 N Lbj Dr
170000011270,2/15/2017  8:54:13 PM,Disturbance - Noise,Verbal Warning,"Sarver, Stephen",95 Elm Hill Ct
170000011281,2/15/2017  9:59:19 PM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",1805 Aquarena Springs Dr
170000011288,2/15/2017  10:33:46 PM,Disturbance - Noise,Verbal Warning,"Gonzales, Gavin",1350 N LBJ Dr
170000011322,2/16/2017  12:19:21 AM,Disturbance - Phys/Fight,Report,"Sarver, Stephen",109 Craddock Ave
170000011339,2/16/2017  2:05:36 AM,Disturbance - Noise,Verbal Warning,"Sarver, Stephen",617 Clyde Ct
170000011344,2/16/2017  2:39:11 AM,Disturbance - Phys/Fight,Report,"Tennant, Casey",811 S Guadalupe St
170000011350,2/16/2017  3:43:43 AM,Indecent Exposure,Report,"Gonzales, Gavin",401 N Fredericksburg St
170000011358,2/16/2017  7:02:34 AM,Accident - Hit and Run,Blue Form Issue,"Scott, Charles",300 S C M Allen Pkwy
170000011399,2/16/2017  10:35:11 AM,Fraud,Report,"Beach, Brian",920 Hwy 80
170000011404,2/16/2017  10:50:48 AM,Accident - Minor,Blue Form Issue,"Scott, Charles",660 E Hopkins St
170000011408,2/16/2017  10:54:02 AM,Investigation,Warning,"Copeland, Kenneth",1850 Aquarena Springs Dr
170000011418,2/16/2017  11:38:54 AM,Fraud,Report,"Daenzer, Matthew",2300 S IH 35
170000011441,2/16/2017  1:08:48 PM,Disturbance - Phys/Fight,Arrest,"Beach, Brian",1701 River Rd
170000011466,2/16/2017  2:36:48 PM,Accident - Major/Injury,Report,"Daenzer, Matthew",Wonder World Dr/Hwy 123
170000011472,2/16/2017  2:45:51 PM,Theft,Citation Issued,"Beach, Brian",1015 Hwy 80
170000011473,2/16/2017  2:46:55 PM,Burglary - Habitation,Report,"Copeland, Kenneth",2018 Castle Gate Cir
170000011475,2/16/2017  2:57:57 PM,Disturbance - Phys/Fight,Detention Juv,"Raven, Scott",730 W MLK Dr
170000011481,2/16/2017  3:23:43 PM,Solicitors,Citation Issued,"Castillo, Daniel",1015 Hwy 80
170000011482,2/16/2017  3:24:48 PM,Accident - Minor,Blue Form Issue,"Cormier, Claudia",105 N IH 35
170000011504,2/16/2017  4:54:38 PM,Harassment,Citation Issued,"Smith, Marcus",1800 Post Rd
170000011505,2/16/2017  5:21:52 PM,Accident - Minor,Report,"Allen, Ashley",Thorpe Ln/Aquarena Springs Dr
170000011509,2/16/2017  5:40:48 PM,Accident - Minor,Blue Form Issue,"Tureaud, Benjamin",934 N IH 35
170000011516,2/16/2017  6:12:28 PM,Solicitors,Verbal Warning,"Allen, Ashley",N LBJ Dr/E Hopkins St
170000011518,2/16/2017  6:26:18 PM,Accident - Minor,Blue Form Issue,"Sarver, Stephen",2301 Hunter Rd
170000011528,2/16/2017  6:55:27 PM,Runaway,Ref oth Agncy,,3601 S Old Bastrop Hwy
170000011535,2/16/2017  7:36:47 PM,Attempt to Locate,Arrest,"Tureaud, Benjamin",1550 N IH 35
170000011550,2/16/2017  8:09:37 PM,Disturbance - Noise,Verbal Warning,"Putnam, Justin",157 Preston Trl
170000011567,2/16/2017  8:55:52 PM,Viol City Ordinance,Verbal Warning,"Gonzales, Gavin",555 Cheatham St
170000011594,2/16/2017  10:26:07 PM,Accident - Minor,Report,"Sarver, Stephen",2700 Hunter Rd Ste. B
170000011600,2/16/2017  10:40:06 PM,Disturbance - Noise,Verbal Warning,"Allen, Ashley",800 N LBJ Dr
170000011628,2/17/2017  12:15:24 AM,Disturbance - Noise,Verbal Warning,"Allen, Ashley",1250 Sadler Dr
170000011630,2/17/2017  12:17:23 AM,Accident - Unknown,Arrest,"Sarver, Stephen",Hunter Rd/Wonder World Dr
170000011634,2/17/2017  12:24:59 AM,Disturbance - Noise,Verbal Warning,"Allen, Ashley",229 Capistrano Dr
170000011636,2/17/2017  12:35:35 AM,Criminal Mischief,Report,"Gonzales, Gavin",N LBJ Dr/E Hopkins St
170000011639,2/17/2017  12:49:26 AM,Missing Person,Report,"Tureaud, Benjamin",1250 N IH 35
170000011651,2/17/2017  1:53:40 AM,Viol City Ordinance,Citation Issued,"Gonzales, Gavin",126 S Guadalupe St
170000011657,2/17/2017  2:15:34 AM,Public Intoxication,Verbal Warning,"Hartman, Ryan",W San Antonio St/Guadalupe St
170000011664,2/17/2017  2:47:30 AM,Viol City Ordinance,Citation Issued,"Allen, Ashley",200 Springtown Way
170000011667,2/17/2017  3:06:25 AM,Disturbance - Noise,Verbal Warning,"Tureaud, Benjamin",219 Silo St
170000011675,2/17/2017  4:26:03 AM,Disturbance - Noise,Verbal Warning,"Putnam, Justin",201 First St
170000011687,2/17/2017  7:24:07 AM,Suspicious Person,Report,"Verver, Elias",518 Linda Dr
170000011693,2/17/2017  8:08:29 AM,Accident - Minor,Report,"Sembera, Jeremy",2213 S IH 35
170000011695,2/17/2017  8:18:38 AM,Death Investigation,Report,"Raven, Kassondra",1805 Aquarena Springs Dr
170000011704,2/17/2017  9:14:12 AM,Investigation,Citation Issued,"Raven, Scott",1015 Hwy 80
170000011705,2/17/2017  9:17:32 AM,Disturbance - Verbal,Report,"Bender, Joyce",333 Stagecoach Trl
170000011714,2/17/2017  9:52:08 AM,Burglary - Vehicle,Report,"Sembera, Jeremy",205 Craddock Ave
170000011715,2/17/2017  9:53:24 AM,Accident - Minor,Report,"Arredondo, Danny",E Hopkins St/Thorpe Ln
170000011720,2/17/2017  10:53:35 AM,Accident - Minor,Blue Form Issue,,641 E Hopkins St
170000011723,2/17/2017  11:04:13 AM,Disturbance - Verbal,Citation Issued,"Follis, Brad",301 Foxtail Run
170000011724,2/17/2017  11:07:59 AM,Burglary - Habitation,Report,"Sembera, Jeremy",1415 Craddock Ave
170000011731,2/17/2017  11:42:44 AM,Attempt to Locate,Arrest,"Verver, Elias",3209 N IH 35
170000011736,2/17/2017  12:17:18 PM,Community Contact,Detention Juv,"Nevarez, Phillip",102 Willow Springs Dr
170000011737,2/17/2017  12:18:23 PM,Accident - Unknown,Report,"Harrison, Todd",Posey Rd/W Access Rd
170000011740,2/17/2017  12:34:08 PM,Disturbance - Phys/Fight,Arrest,"Raven, Kassondra",1150 E River Ridge Pkwy
170000011741,2/17/2017  12:41:28 PM,Theft,Report,"Sembera, Jeremy",1701 N IH 35
170000011742,2/17/2017  12:49:49 PM,Accident - Unknown,Report,"Stephens, Paul",921 Hwy 80
170000011745,2/17/2017  12:56:20 PM,Accident - Minor,Blue Form Issue,,2227 S IH 35
170000011749,2/17/2017  1:41:43 PM,Suicide,Report,"Raven, Kassondra",1101 E River Ridge Pkwy
170000011753,2/17/2017  1:59:04 PM,Accident - Major/Injury,Report,"Sembera, Jeremy",Charles Austin Dr/Aquarena Springs Dr
170000011763,2/17/2017  3:06:54 PM,Welfare Concern,Verbal Warning,"Sembera, Jeremy",1413 Old Ranch Road 12
170000011767,2/17/2017  3:32:25 PM,Disturbance - Verbal,Ref oth Agncy,"Raven, Kassondra",200 NB
170000011768,2/17/2017  3:38:54 PM,Trespassing/Unwanted,Warning,"Fischer, Vincent",1321 N IH 35
170000011770,2/17/2017  3:44:35 PM,Disturbance - Phys/Fight,Report,"Raven, Kassondra",1980 Aquarena Springs Dr
170000011772,2/17/2017  3:50:22 PM,Sexual Assault,Report,"Cope, John",120 Bert Brown Rd
170000011776,2/17/2017  4:09:51 PM,Theft,Arrest,"Duckworth, Daniel",933 Hwy 80
170000011779,2/17/2017  4:31:36 PM,Disturbance - Noise,Verbal Warning,"Elrod, Candace",1415 Craddock Ave
170000011784,2/17/2017  4:42:24 PM,Investigation,Citation Issued,"Roberts, Nelson",2661 N IH 35
170000011792,2/17/2017  5:05:59 PM,Accident - Minor,Blue Form Issue,"Seals, Bradley",1101 Hwy 123
170000011794,2/17/2017  5:21:32 PM,Disturbance - Noise,Citation Issued,"Seals, Bradley",1415 Craddock Ave
170000011808,2/17/2017  6:53:55 PM,Accident - Unknown,Report,"Seals, Bradley",2213 S IH 35
170000011819,2/17/2017  7:16:00 PM,Accident - Unknown,Report,"Allen, Ashley",204a Sb35 IH
170000011841,2/17/2017  8:10:19 PM,Suspicious Vehicle,Arrest,"Pierce, Basil",300blk Wavell St
170000011844,2/17/2017  8:26:22 PM,Attempt to Locate,Ref oth Agncy,,208 NB
170000011850,2/17/2017  8:38:09 PM,Sexual Assault - Child,Detention Juv,"Williams, Tiffany",700 Blk S C M Allen Pkwy
170000011852,2/17/2017  8:43:17 PM,Accident - Unknown,Blue Form Issue,"Pierce, Basil",1350 N IH 35
170000011864,2/17/2017  9:53:22 PM,Suspicious Vehicle,Citation Issued,"Royal, GeCorrie",Royal Oak Blvd/Ancient Oak Way
170000011865,2/17/2017  10:00:41 PM,Pedestrian Stop,Verbal Warning,"Saavedra, Tim",1071 Wonder World Dr
170000011884,2/17/2017  10:57:58 PM,Sexual Assault,Report,"Allen, Ashley",100 Blk N IH 35
170000011886,2/17/2017  11:09:35 PM,Viol City Ordinance,Verbal Warning,"Pierce, Basil",205 S C M Allen Pkwy
170000011888,2/17/2017  11:20:18 PM,Disturbance - Phys/Fight,Arrest,"Seals, Bradley",815 N IH 35
170000011891,2/17/2017  11:33:12 PM,Disturbance - Noise,Verbal Warning,"Fischer, Vincent",512 Craddock Ave
170000011892,2/17/2017  11:34:32 PM,Disturbance - Noise,Citation Issued,"Seals, Bradley",1111 Avalon Ave
170000011894,2/17/2017  11:53:24 PM,Accident - Hit and Run,Ref oth Agncy,,201 SB
170000011906,2/18/2017  12:43:20 AM,Disturbance - Noise,Verbal Warning,"Seals, Bradley",512 Craddock Ave
170000011909,2/18/2017  12:53:35 AM,Disturbance - Noise,Verbal Warning,"Pierce, Basil",800 N LBJ Dr
170000011913,2/18/2017  1:16:24 AM,Disturbance - Verbal,Citation Issued,"Lobo, Kyle",120 E San Antonio St
170000011920,2/18/2017  1:29:23 AM,Alcohol Violation,Citation Issued,"Kennedy, Kye",100 N Guadalupe St
170000011930,2/18/2017  1:55:18 AM,Driving While Intoxicated,Arrest,"Royal, GeCorrie",4040 S IH 35
170000011934,2/18/2017  2:01:42 AM,Public Intoxication,Verbal Warning,"Lobo, Kyle",100 N Guadalupe St
170000011935,2/18/2017  2:04:39 AM,Disturbance - Noise,Verbal Warning,"Allen, Ashley",650 River Rd
170000011937,2/18/2017  2:14:50 AM,Suspicious Person,Arrest,"Lobo, Kyle",100 W Hopkins St
170000011940,2/18/2017  2:24:15 AM,Disturbance - Verbal,Verbal Warning,"Allen, Ashley",200 S Guadalupe St
170000011941,2/18/2017  2:25:33 AM,Assist Outside Agency,Report,"Hartman, Ryan",1307 Uhland Rd
170000011959,2/18/2017  3:54:39 AM,Attempt to Locate,Report,"Royal, GeCorrie",2769 N IH 35
170000011963,2/18/2017  5:41:12 AM,Assault - Aggravated,Report,UPD Unit,401 N Fredericksburg St
170000011979,2/18/2017  9:21:50 AM,Burglary - Building,Report,"Harrison, Todd",2517 S IH 35
170000012001,2/18/2017  11:50:12 AM,Accident - Unknown,Report,"Raven, Kassondra",209 SB
170000012003,2/18/2017  11:57:19 AM,Criminal Mischief,Refer To COPR,"Harrison, Todd",111 E McCarty Ln
170000012019,2/18/2017  1:38:16 PM,Attempt to Locate,Ref oth Agncy,,Post Rd/Lime Kiln Rd
170000012023,2/18/2017  1:58:48 PM,Viol City Ordinance,Verbal Warning,"Verver, Elias",1015 Hwy 80
170000012034,2/18/2017  2:44:35 PM,Accident - Major/Injury,Report,"Raven, Kassondra",205 NB
170000012037,2/18/2017  3:09:58 PM,Accident - Minor,Blue Form Issue,"Stephens, Paul",3939 S IH 35
170000012047,2/18/2017  3:41:53 PM,Accident - Minor,Blue Form Issue,"Verver, Elias",210 E Access Rd
170000012062,2/18/2017  5:10:29 PM,Accident - Minor,Blue Form Issue,"Myers, Sam",E Holland St/Ridgeway Dr
170000012064,2/18/2017  5:15:58 PM,Accident - Major/Injury,Report,"Duckworth, Daniel",933 Hwy 80
170000012069,2/18/2017  5:27:04 PM,Sexual Assault,Report,"Elrod, Candace",1301 Wonder World Dr
170000012077,2/18/2017  6:43:45 PM,Attempt to Locate,Citation Issued,"Fischer, Vincent",210 SB
170000012087,2/18/2017  7:14:00 PM,Disturbance - Noise,Verbal Warning,"Cope, John",1415 Craddock Ave
170000012090,2/18/2017  7:20:34 PM,Accident - Unknown,Report,"Fischer, Vincent",300BLK W MLK Dr
170000012099,2/18/2017  7:54:19 PM,Information,Ref oth Agncy,"Allen, Ashley",198 NB
170000012145,2/18/2017  11:07:26 PM,Accident - Minor,Blue Form Issue,"Cope, John",1640 Aquarena Springs Dr
170000012161,2/19/2017  12:02:27 AM,Disturbance - Noise,Verbal Warning,"Allen, Ashley",1655 Mill St
170000012162,2/19/2017  12:04:13 AM,Disturbance - Noise,Ref oth Agncy,"Cope, John",1800 Post Rd
170000012187,2/19/2017  1:46:13 AM,Disturbance - Noise,Verbal Warning,,Craddock Ave/Crest Dr
170000012189,2/19/2017  1:51:13 AM,Disturbance - Verbal,Cond Citation,"Pierce, Basil",1740 Old Ranch Road 12
170000012191,2/19/2017  2:13:27 AM,Disturbance - Phys/Fight,Arrest,"Tureaud, Benjamin",100 N Guadalupe St
170000012194,2/19/2017  2:19:15 AM,Accident - Minor,Blue Form Issue,"Wisener, Andrew",336 W Hopkins St
170000012205,2/19/2017  2:54:24 AM,Disturbance - Noise,Verbal Warning,"Pierce, Basil",1350 N LBJ Dr
