Incident_Nr,TimeReported,Activity,Disposition,Officer,Location
180000017833,2018-03-25T22:31:07Z,Criminal Mischief,Arrest,"Allen, Ashley",1490 River Rd
180000017842,2018-03-25T23:16:01Z,Disturbance - Verbal,Arrest,"Wooten, Christopher",202 N LBJ Dr
180000017846,2018-03-25T23:34:35Z,Animal Call,Verbal Warning,"Daenzer, Matthew",417 N Comanche St
180000017852,2018-03-26T00:13:16Z,Attempt to Locate,Citation Issued,"Tureaud, Benjamin",208 SB
180000017880,2018-03-26T07:45:31Z,Welfare Concern,Ref oth Agncy,,210 NB
180000017886,2018-03-26T08:03:30Z,Accident - Hit and Run,Report,"Sparenberg, Andrew",200 NB
180000017893,2018-03-26T08:31:56Z,Investigation,Red Tagged,"Verver, Elias",Premier Pkwy/Paramount Cir
180000017894,2018-03-26T08:34:55Z,Criminal Mischief,Report,"Crook, Daniel",1811 Medical Pkwy
180000017909,2018-03-26T09:46:15Z,Accident - Hit and Run,Report,"Sparenberg, Andrew",305 N Edward Gary St
180000017918,2018-03-26T10:27:50Z,Accident - Hit and Run,Blue Form Issue,"Sembera, Jeremy",1303 Conway Dr
180000017924,2018-03-26T10:45:28Z,Suicidal Person,Ref oth Agncy,"Aubry, Patrick",1035 Hwy 123
180000017946,2018-03-26T12:57:04Z,Accident - Minor,Report,"Sparenberg, Andrew",630 E Hopkins St
180000017948,2018-03-26T12:59:40Z,Disturbance - Phys/Fight,Report,"Harrison, Todd",1506 S IH 35
180000017949,2018-03-26T13:01:13Z,Mental Health Invest,Report,"Myers, Sam",1301 Wonder World Dr
180000017955,2018-03-26T13:41:26Z,Accident - Minor,Report,"Castillo, Daniel",N Johnson Ave/W Hopkins St
180000017958,2018-03-26T13:47:23Z,Viol City Ordinance,Citation Issued,"Raven, Scott",Hwy 80/E Access Rd
180000017961,2018-03-26T14:08:06Z,Graffiti,Refer To COPR,"Verver, Elias",289 Silver Peak Dr
180000017964,2018-03-26T14:16:38Z,Disturbance - Phys/Fight,Arrest,"Aubry, Patrick",1401 Davis Ln
180000017966,2018-03-26T14:30:23Z,Supplement,Refer To COPR,,1350 Sadler Dr
180000017969,2018-03-26T14:46:49Z,Accident - Minor,Citation Issued,"Verver, Elias",701 Cheatham St
180000017977,2018-03-26T15:14:30Z,Harassment,Refer To COPR,"Osborne, Joseph",1137 Gravel St
180000017992,2018-03-26T17:03:26Z,Accident - Minor,Report,"Tennant, Casey",W Hopkins St/Johnson Ave
180000017997,2018-03-26T17:12:00Z,Accident - Minor,Report,"Williams, Jack",Hunter Rd/Wonder World Dr
180000018003,2018-03-26T17:56:56Z,Burglary - Vehicle,Refer To COPR,"Reeder, John",2990 S IH 35
180000018008,2018-03-26T18:27:41Z,Accident - Minor,Blue Form Issue,"Fischer, Vincent",1437 N IH 35
180000018010,2018-03-26T18:31:41Z,Burglary - Habitation,Report,"Reeder, John",1354 Thorpe Ln
180000018009,2018-03-26T18:31:41Z,Theft,Arrest,"Tennant, Casey",933 Hwy 80
180000018012,2018-03-26T18:41:54Z,Accident - Major/Injury,Blue Form Issue,"Williams, Jack",Hunter Rd/Mccarty Ln
180000018013,2018-03-26T18:49:00Z,Solicitors,Verbal Warning,"Cope, John",105 N IH 35
180000018016,2018-03-26T19:10:11Z,Theft,Arrest,"Cope, John",1015 Hwy 80
180000018017,2018-03-26T19:10:14Z,Disturbance - Phys/Fight,Report,"Tennant, Casey",162 Horse Shoe Bend Rd
180000018021,2018-03-26T19:34:14Z,Viol City Ordinance,Citation Issued,"Raven, Scott",555 Cheatham St
180000018024,2018-03-26T19:41:49Z,Theft,Ref oth Agncy,"McGee, Miranda",106 N IH 35
180000018025,2018-03-26T19:51:13Z,Sexual Assault,Report,"Tennant, Casey",1600 Blk Post Rd
180000018036,2018-03-26T21:05:39Z,Accident - Minor,Blue Form Issue,"Fischer, Vincent",105 Meiners St
180000018040,2018-03-26T21:18:29Z,Suicidal Person,Report,"Alvarado, Manuel",1360 Thorpe Ln
180000018047,2018-03-26T21:54:08Z,Accident - Minor,Blue Form Issue,"McGee, Miranda",100blk Mill St
180000018054,2018-03-26T22:19:50Z,Accident - Minor,Blue Form Issue,"McGee, Miranda",1301 Aquarena Springs Dr
180000018056,2018-03-26T22:28:08Z,Accident - Minor,Blue Form Issue,"Wooten, Christopher",W Hopkins St/N Guadalupe St
180000018062,2018-03-26T23:12:00Z,Disturbance - Noise,Verbal Warning,"Tennant, Casey",301 Telluride St
180000018067,2018-03-26T23:43:51Z,Accident - Minor,Blue Form Issue,"Pierce, Basil",1700blk Mill St
180000018071,2018-03-27T00:12:47Z,Disturbance - Verbal,Detention Juv,"Marroquin, Christopher",1301 Wonder World Dr
180000018075,2018-03-27T00:38:23Z,Suspicious Person,Verbal Warning,"Pierce, Basil",315 Reynolds St
180000018079,2018-03-27T01:03:00Z,Suspicious Vehicle,Verbal Warning,"Gonzales, Gavin",1600blk River Rd
180000018081,2018-03-27T01:39:44Z,Assist EMS,Ref oth Agncy,"Osborne, Joseph",1205 Dartmouth Ave
180000018107,2018-03-27T07:40:11Z,Burglary - Vehicle,Refer To COPR,"Arredondo, Danny",1006 Mountain View Dr
180000018119,2018-03-27T08:18:06Z,Burglary - Vehicle,Refer To COPR,"Slaughter, Dustin",2990 S IH 35
180000018120,2018-03-27T08:18:41Z,Attempt to Locate,Arrest,"Verver, Elias",204 NB
180000018137,2018-03-27T10:18:30Z,Assault,Report,"Slaughter, Dustin",2300 S IH 35
180000018144,2018-03-27T10:59:34Z,,Ref oth Agncy,,
180000018147,2018-03-27T11:03:44Z,Accident - Hit and Run,Blue Form Issue,"Crook, Daniel",109 Smith Ln
180000018158,2018-03-27T11:42:46Z,Assault,Detention Juv,"Mizanin, Rich",2601 Rattler Rd
180000018159,2018-03-27T11:43:04Z,Assault,Detention Juv,"Nevarez, Phillip",2601 Rattler Rd
180000018190,2018-03-27T14:32:34Z,Viol City Ordinance,Verbal Warning,"Verver, Elias",1015 Hwy 80
180000018197,2018-03-27T14:55:38Z,Theft,Arrest,"Verver, Elias",1015 Hwy 80
180000018198,2018-03-27T15:01:09Z,Welfare Concern,Arrest,"Sparenberg, Andrew",Bintu Dr/W Access Rd
180000018206,2018-03-27T15:56:37Z,Viol City Ordinance,Verbal Warning,"Crook, Daniel",W Access Rd/S Guadalupe St
180000018216,2018-03-27T17:09:14Z,Accident - Minor,Blue Form Issue,"Duckworth, Daniel",245 W Sessom Dr
180000018234,2018-03-27T18:28:18Z,Suicidal Person,Report,"Duckworth, Daniel",1101 E River Ridge Pkwy
180000018237,2018-03-27T18:48:17Z,Burglary - Habitation,Report,"Tennant, Casey",1701 Mill St
180000018239,2018-03-27T19:04:17Z,Burglary - Habitation,Refer To COPR,"Fischer, Vincent",1805 Aquarena Springs Dr
180000018248,2018-03-27T19:32:28Z,Violation Of Order,Report,"Casillas, Michael",135 S Guadalupe St
180000018256,2018-03-27T20:05:29Z,Accident - Unknown,Blue Form Issue,"Tennant, Casey",1800blk Aquarena Springs Dr
180000018258,2018-03-27T20:11:02Z,Theft,Citation Issued,"Tennant, Casey",1015 Hwy 80
180000018262,2018-03-27T20:46:26Z,Disturbance - Verbal,Warning,"Royal, GeCorrie",218 Moore St
180000018280,2018-03-27T22:41:35Z,Trespassing/Unwanted,Arrest,"Tennant, Casey",1805 Aquarena Springs Dr
180000018291,2018-03-27T23:26:18Z,Suspicious Vehicle,Arrest,"Tureaud, Benjamin",1015 Hwy 801
180000018313,2018-03-28T02:29:03Z,Accident - Fleet,Report,"Marroquin, Christopher",W Access Rd/Hwy 123
180000018314,2018-03-28T02:29:12Z,Suicidal Person,Report,"Tennant, Casey",1250 N IH 35
180000018388,2018-03-28T12:31:59Z,Burglary - Habitation,Arrest,"Smith, Marcus",1701 Mill St
180000018399,2018-03-28T13:36:21Z,Fraud,Report,"Reeder, John",2300 S IH 35
180000018400,2018-03-28T13:37:53Z,Drug Paraphernalia,Citation Issued,"Ellingson, Brian",Ridgewood/Joshua Dr
180000018410,2018-03-28T14:22:32Z,Disturbance - Verbal,Arrest,"Smith, Marcus",1112 Faris St
180000018415,2018-03-28T15:05:46Z,Violation Of Order,Report,"Reeder, John",2300 S IH 35
180000018424,2018-03-28T15:58:04Z,Fraud,Report,,2300 S IH 35
180000018433,2018-03-28T16:50:37Z,Theft,Refer To COPR,"Blackwood, Kevin",1415 Craddock Ave
180000018437,2018-03-28T17:09:41Z,Animal Call,Ref oth Agncy,"Allen, Ashley",625 Sturgeon Dr
180000018442,2018-03-28T17:36:02Z,Viol City Ordinance,Citation Issued,"Tankersley, Chris",1600blk Mill St
180000018443,2018-03-28T17:59:59Z,Theft,Report,"Sarver, Stephen",4015 S IH 35
180000018444,2018-03-28T18:06:19Z,Accident - Hit and Run,Blue Form Issue,"Tankersley, Chris",641 E Hopkins St
180000018445,2018-03-28T18:07:35Z,Theft,Arrest,"Royal, GeCorrie",1015 Hwy 80
180000018453,2018-03-28T18:27:51Z,Theft,Report,"Tankersley, Chris",800 Barnes Dr
180000018455,2018-03-28T18:42:02Z,Theft,Citation Issued,"Tureaud, Benjamin",1015 Hwy 80
180000018459,2018-03-28T19:01:10Z,Theft,Citation Issued,"Tureaud, Benjamin",1015 Hwy 80
180000018460,2018-03-28T19:09:05Z,Theft,Multiple Arrest,"Tureaud, Benjamin",1015 Hwy 80
180000018462,2018-03-28T19:15:44Z,Disturbance - Verbal,Arrest,"Cyrus, Lance",2005 Castle Creek Dr
180000018466,2018-03-28T20:00:16Z,Theft,Citation Issued,"Wooten, Christopher",700 Barnes Dr
180000018470,2018-03-28T20:24:43Z,Disturbance - Verbal,Arrest,"Tureaud, Benjamin",1321 N IH 35
180000018479,2018-03-28T21:29:40Z,Accident - Minor,Blue Form Issue,"Daenzer, Matthew",135 Long St
180000018491,2018-03-28T23:24:53Z,Disturbance - Phys/Fight,Arrest,"Wooten, Christopher",1101 E River Ridge Pkwy
180000018514,2018-03-29T02:37:59Z,Disturbance - Phys/Fight,Report,"Royal, GeCorrie",339 N Guadalupe St
180000018535,2018-03-29T07:34:03Z,Accident - Minor,Report,"Charleswell, Eric",801 N IH 35
180000018547,2018-03-29T08:48:27Z,Accident - Minor,Blue Form Issue,"Beller, Paul",803 S Guadalupe St
180000018559,2018-03-29T10:06:25Z,Burglary - Habitation,Report,"Scott, Charles",1125 Mira Loma Ln
180000018560,2018-03-29T10:09:47Z,Accident - Hit and Run,Blue Form Issue,"Smith, Marcus",2450 Great Oaks Dr
180000018567,2018-03-29T10:24:09Z,Welfare Concern,Ref oth Agncy,,2817 Peach Blossom Ct
180000018586,2018-03-29T11:44:54Z,Burglary - Habitation,Report,"Beller, Paul",110 Wild Plum
180000018608,2018-03-29T14:23:26Z,Disturbance - Phys/Fight,Arrest,"Smith, Marcus",201 First St
180000018610,2018-03-29T14:43:10Z,Investigation,Report,"Nevarez, Phillip",1301 Hwy 123
180000018611,2018-03-29T14:45:18Z,Accident - Major/Injury,Report,"Raven, Scott",1100blk N IH 35
180000018628,2018-03-29T16:50:53Z,Accident - Minor,Report,"Tureaud, Benjamin",EXIT 204 NB
180000018637,2018-03-29T17:10:55Z,Accident - Minor,Blue Form Issue,"Tureaud, Benjamin",EXIT 204 NB
180000018638,2018-03-29T17:12:32Z,Accident - Minor,Blue Form Issue,"Varela, Michael",1004 N IH 35
180000018661,2018-03-29T18:36:25Z,Disturbance - Phys/Fight,Report,"Blackwood, Kevin",1709 Hofheinz St
180000018662,2018-03-29T18:39:48Z,Suspicious Person,Report,"Wooten, Christopher",639 E Hopkins St
180000018665,2018-03-29T18:53:08Z,Accident - Minor,Blue Form Issue,,Wonder World Dr/Hunter Rd
180000018669,2018-03-29T19:06:58Z,Suspicious Vehicle,Citation Issued,"McGee, Miranda",801 W MLK Dr
180000018673,2018-03-29T19:29:28Z,Pedestrian Stop,Citation Issued,"Tureaud, Benjamin",217 W Hopkins St
180000018701,2018-03-29T21:26:01Z,Fraud,Report,"Daenzer, Matthew",158 S Fredericksburg St
180000018723,2018-03-29T22:51:41Z,Trespassing/Unwanted,Warning,"Tureaud, Benjamin",4040 S IH 35
180000018724,2018-03-29T23:01:58Z,Suicidal Person,Report,"Wooten, Christopher",503 Uhland Rd
180000018751,2018-03-30T01:00:15Z,Disturbance - Noise,Warning,"Wooten, Christopher",301 Telluride St
180000018759,2018-03-30T01:47:30Z,Alcohol Violation,Verbal Warning,"Pierce, Basil",120 E San Antonio St
180000018766,2018-03-30T02:15:37Z,Disturbance - Noise,Verbal Warning,"Contreras, Ysidro",1111 Avalon Ave
180000018767,2018-03-30T02:20:57Z,Disturbance - Phys/Fight,Citation Issued,"Tureaud, Benjamin",216 E Hopkins St
180000018780,2018-03-30T03:24:53Z,Disturbance - Noise,Citation Issued,"Tureaud, Benjamin",1415 Craddock Ave
180000018781,2018-03-30T03:35:27Z,Barking Dog,Verbal Warning,"Daenzer, Matthew",1401 Meadow Pkwy
180000018808,2018-03-30T09:39:00Z,Accident - Major/Injury,Report,"Crook, Daniel",4015 S IH 35
180000018810,2018-03-30T09:41:04Z,Suspicious Vehicle,Red Tagged,"Verver, Elias",100 Carlson Cir
180000018821,2018-03-30T10:55:49Z,Accident - Unknown,Report,"Verver, Elias",205 SB
180000018839,2018-03-30T12:45:39Z,Supplement,Report,"Nevarez, Phillip",420 North St
180000018844,2018-03-30T13:24:37Z,Theft,Citation Issued,"Sembera, Jeremy",1015 Hwy 80
180000018852,2018-03-30T14:00:36Z,Accident - Major/Injury,Report,"Verver, Elias",Hwy 21/Hwy 80
180000018858,2018-03-30T14:21:12Z,Supplement,Citation Issued,"Grice, Rusty",200blk S C M Allen Pkwy
180000018859,2018-03-30T14:22:11Z,Accident - Minor,Report,"Verver, Elias",1400blk River Rd
180000018876,2018-03-30T15:43:15Z,Disturbance - Phys/Fight,Report,"Verver, Elias",1229 Hilltop Dr
180000018877,2018-03-30T15:46:31Z,Theft,Citation Issued,"Sembera, Jeremy",1015 Hwy 80
180000018884,2018-03-30T16:20:49Z,Disturbance - Noise,Verbal Warning,"Tennant, Casey",1800 Post Rd
180000018888,2018-03-30T16:30:13Z,Fraud,Report,"Williams, Jack",2300 S IH 35
180000018891,2018-03-30T16:34:57Z,Accident - Major/Injury,Report,"McGee, Miranda",934 N IH 35
180000018896,2018-03-30T17:17:51Z,Mental Health Invest,Report,"Osborne, Joseph",1951 Hunter Rd
180000018898,2018-03-30T17:33:06Z,Accident - Major/Injury,Report,"Williams, Jack",202 NB
180000018917,2018-03-30T19:26:54Z,Theft,Refer To COPR,"Marroquin, Christopher",4015 S IH 35
180000018919,2018-03-30T19:37:46Z,Sexual Assault,Report,"Williams, Jack",2300 S IH 35
180000018928,2018-03-30T20:21:09Z,Disturbance - Phys/Fight,Report,"McGee, Miranda",755 River Rd
180000018950,2018-03-30T22:11:34Z,Disturbance - Noise,Verbal Warning,"Williams, Jack",1415 Craddock Ave
180000018983,2018-03-30T23:45:38Z,Disturbance - Noise,Report,"Tennant, Casey",1800 Post Rd
180000018988,2018-03-31T00:04:42Z,Disturbance - Verbal,Arrest,"Williams, Jack",225 Mary Max Cir
180000018996,2018-03-31T00:47:11Z,Suicidal Person,Report,"McGee, Miranda",1015 Hwy 80
180000018999,2018-03-31T00:58:31Z,Burglary - Habitation,Report,"Williams, Jack",109 Craddock Ave
180000019001,2018-03-31T01:07:15Z,Disturbance - Noise,Verbal Warning,"Marroquin, Christopher",1250 Sadler Dr
180000019003,2018-03-31T01:40:28Z,Marijuana,Verbal Warning,"Marroquin, Christopher",1350 Wonder World Dr
180000019011,2018-03-31T02:00:44Z,Disturbance - Noise,Verbal Warning,"McGee, Miranda",1250 Sadler Dr
180000019015,2018-03-31T02:20:04Z,Disturbance - Verbal,Arrest,"Tennant, Casey",100 N Guadalupe St
180000019019,2018-03-31T02:33:14Z,Trespassing/Unwanted,Warning,"Alvarado, Manuel",339 N Guadalupe St
180000019024,2018-03-31T03:02:23Z,Disturbance - Phys/Fight,Arrest,"Williams, Jack",1415 Craddock Ave
180000019028,2018-03-31T03:43:37Z,Disturbance - Noise,Verbal Warning,"Marroquin, Christopher",1647 Post Rd
180000019034,2018-03-31T06:52:18Z,Accident - Minor,Report,"Verver, Elias",1900 Aquarena Springs Dr
180000019036,2018-03-31T07:02:15Z,Recovered Stolen Vehicle,Report,"Verver, Elias",1651 Post Rd
180000019037,2018-03-31T07:30:18Z,Suspicious Person,Arrest,"Crook, Daniel",1841 Airport Dr
180000019051,2018-03-31T09:53:42Z,Viol City Ordinance,Verbal Warning,"Colburn, Billy",555 Cheatham St
180000019062,2018-03-31T11:30:42Z,Public Assist,Refer To COPR,"Arredondo, Danny",2706 Leslie Ln
180000019067,2018-03-31T12:12:35Z,Accident - Minor,Blue Form Issue,"Duckworth, Daniel",206 SB
180000019077,2018-03-31T13:01:48Z,Trespassing/Unwanted,Verbal Warning,"Colburn, Billy",600blk Cape Rd
180000019092,2018-03-31T14:34:03Z,Viol City Ordinance,Verbal Warning,"Sembera, Jeremy",Hwy 80/Hwy 21
180000019093,2018-03-31T14:40:00Z,Burglary - Vehicle,Refer To COPR,"Arredondo, Danny",1311 Madrid Trce
180000019098,2018-03-31T14:56:33Z,Trespassing/Unwanted,Warning,"Crook, Daniel",1105 N IH 35
180000019102,2018-03-31T15:15:24Z,Mental Health Invest,Report,"Crook, Daniel",1301 Wonder World Dr
180000019103,2018-03-31T15:20:57Z,Theft,Report,"Crook, Daniel",4321 S IH 35
180000019110,2018-03-31T16:13:51Z,Theft,Ref oth Agncy,"Casillas, Michael",3939 S IH 35
180000019124,2018-03-31T17:44:43Z,Viol City Ordinance,Citation Issued,"Sembera, Jeremy",1015 Hwy 80
180000019127,2018-03-31T17:53:51Z,Accident - Minor,Blue Form Issue,"Duckworth, Daniel",S Comanche St/San Antonio St
180000019132,2018-03-31T17:59:58Z,Assist EMS,Report,"Williams, Jack",1415 Craddock Ave
180000019138,2018-03-31T18:49:36Z,Fraud,Report,"Fischer, Vincent",1111 Avalon Ave
180000019141,2018-03-31T18:57:13Z,Viol City Ordinance,Verbal Warning,"Colburn, Billy",650 River Rd
180000019145,2018-03-31T19:07:48Z,Viol City Ordinance,Citation Issued,"Colburn, Billy",600 Cape Rd
180000019148,2018-03-31T19:13:21Z,Accident - Minor,Blue Form Issue,"Osborne, Joseph",Franklin Dr/Old Ranch Road 12
180000019191,2018-03-31T22:27:37Z,Mental Health Invest,Report,"Williams, Jack",1015 Hwy 80
180000019205,2018-03-31T23:51:52Z,Assist Outside Agency,Report,"Tennant, Casey",1825 Post Rd
180000019212,2018-04-01T00:10:50Z,Attempt to Locate,Ref oth Agncy,,EXIT 206 NB
180000019215,2018-04-01T00:33:54Z,Disturbance - Noise,Verbal Warning,"Tennant, Casey",230 Uhland Rd
180000019222,2018-04-01T01:58:03Z,Attempt to Locate,Ref oth Agncy,,4023 SE SECTOR - AT&T MOBILITYMOBILITY
180000019226,2018-04-01T02:09:28Z,Accident - Unknown,Report,"Tennant, Casey",100blk West Ave
180000019231,2018-04-01T02:43:27Z,Suspicious Vehicle,Citation Issued,"Alvarado, Manuel",S C M Allen Pkwy/E San Antonio St
180000019236,2018-04-01T03:39:53Z,Disturbance - Noise,Verbal Warning,"Alvarado, Manuel",1226 N LBJ Dr
180000019237,2018-04-01T03:40:00Z,Burglary - Vehicle,Report,"Gonzales, Gavin",801 River Rd
180000019241,2018-04-01T04:16:07Z,Assault,Report,"Saavedra, Tim",2300 S IH 35
180000019246,2018-04-01T07:10:35Z,Criminal Mischief,Report,"Wisener, Fred",906 N LBJ Dr
180000019247,2018-04-01T07:26:41Z,Disturbance - Noise,Verbal Warning,"Harrison, Todd",300blk W MLK Dr
180000019250,2018-04-01T08:35:07Z,Accident - Hit and Run,Report,"Wisener, Fred",1850 Aquarena Springs Dr
180000019257,2018-04-01T10:02:45Z,Accident - Minor,Report,"Sembera, Jeremy",200 N IH 35
180000019262,2018-04-01T10:40:54Z,Accident - Minor,Blue Form Issue,,1525 Aquarena Springs Dr
180000019264,2018-04-01T10:44:02Z,Burglary - Vehicle,Refer To COPR,,903 Allen St
180000019267,2018-04-01T11:04:10Z,Accident - Hit and Run,Report,"Wisener, Fred",1180 Thorpe Ln
180000019271,2018-04-01T11:28:09Z,Sexual Assault,Report,"Cope, John",2800 Blk Hwy 21
180000019281,2018-04-01T12:10:34Z,Disturbance - Phys/Fight,Report,"Wisener, Fred",1800 Post Rd
180000019287,2018-04-01T13:07:51Z,Burglary - Vehicle,Report,"Crook, Daniel",3939 S IH 35
180000019293,2018-04-01T13:36:27Z,Viol City Ordinance,Verbal Warning,"Sundholm, Chris",801 W MLK Dr
180000019300,2018-04-01T14:36:08Z,Disturbance - Phys/Fight,Arrest,"Crook, Daniel",931 Sycamore St
180000019306,2018-04-01T16:02:14Z,Accident - Major/Injury,Blue Form Issue,"McGee, Miranda",EXIT 205 NB
180000019310,2018-04-01T16:33:42Z,Accident - Major/Injury,Report,"Osborne, Joseph",Charles Austin Dr/Aquarena Springs Dr
180000019312,2018-04-01T16:40:58Z,Theft,Arrest,"McGee, Miranda",1015 Hwy 80
180000019314,2018-04-01T16:58:09Z,Accident - Major/Injury,Report,"Williams, Jack",EXIT 201 NB
180000019320,2018-04-01T17:38:41Z,Disturbance - Verbal,Detention Juv,"Williams, Jack",2014 Nevada St
180000019332,2018-04-01T18:47:40Z,Suspicious Vehicle,Arrest,"Williams, Jack",3939 S IH 35
180000019333,2018-04-01T18:48:12Z,Accident - Unknown,Report,"Osborne, Joseph",201 NB
180000019337,2018-04-01T19:27:13Z,Accident - Minor,Report,"McGee, Miranda",University Dr/N C M Allen Pkwy
180000019339,2018-04-01T20:05:18Z,Disturbance - Noise,Verbal Warning,"Marroquin, Christopher",1011 Uhland Rd
180000019340,2018-04-01T20:06:31Z,Accident - Major/Injury,Ref oth Agncy,"Wisener, Andrew",2600 Hunter Rd
180000019353,2018-04-01T21:18:36Z,Suspicious Circumstances,Multiple Arrest,"McGee, Miranda",129 Sherwood Dr
180000019356,2018-04-01T21:31:53Z,Accident - Hit and Run,Blue Form Issue,,1437 N IH 35
180000019358,2018-04-01T21:58:17Z,Accident - Major/Injury,Report,"Marroquin, Christopher",3500 Hwy 123
180000019361,2018-04-01T22:13:35Z,Accident - Minor,Report,"Tennant, Casey",E Access Rd/Hwy 123
180000019367,2018-04-01T23:52:41Z,Disturbance - Noise,Verbal Warning,"Williams, Jack",512 Craddock Ave
180000019401,2018-04-02T06:00:48Z,Disturbance - Verbal,Arrest,"Smith, Marcus",1701 River Rd
180000019418,2018-04-02T08:11:13Z,Burglary - Vehicle,Refer To COPR,"Gibson, Kathryn",105 Bintu Dr
180000019442,2018-04-02T10:08:47Z,Suspicious Vehicle,Red Tagged,"Beller, Paul",1015 Hwy 80
180000019476,2018-04-02T13:42:22Z,Theft,Arrest,"Beller, Paul",1015 Hwy 80
180000019491,2018-04-02T14:35:37Z,Identity Theft,Report,"Reeder, John",2300 S IH 35
180000019497,2018-04-02T15:08:53Z,Accident - Minor,Report,"Ellingson, Brian",McKinley Place Dr/Leah Ave
180000019504,2018-04-02T15:31:06Z,Threat,Report,"Gibson, Kathryn",1690 Hofheinz St
180000019515,2018-04-02T16:12:31Z,Accident - Hit and Run,Blue Form Issue,"Allen, Ashley",101 E MLK Dr
180000019517,2018-04-02T16:19:41Z,Disturbance - Phys/Fight,Detention Juv,"Wooten, Christopher",1201 Thorpe Ln
180000019524,2018-04-02T16:46:20Z,Accident - Unknown,Report,"Tankersley, Chris",800blk W Hopkins St
180000019525,2018-04-02T16:51:55Z,Accident - Minor,Blue Form Issue,"Ellingson, Brian",1011 Hwy 80
180000019549,2018-04-02T18:45:13Z,Disturbance - Phys/Fight,Arrest,"Sarver, Stephen",1701 Mill St
180000019556,2018-04-02T19:29:36Z,Assist Outside Agency,Arrest,"Blackwood, Kevin",1690 Hofheinz St
180000019564,2018-04-02T20:42:53Z,Accident - Minor,Blue Form Issue,"Putnam, Justin",639 E Hopkins St
180000019571,2018-04-02T21:39:45Z,Wanted Person,Arrest,"Royal, GeCorrie",639 E Hopkins St
180000019577,2018-04-02T22:11:44Z,Disturbance - Noise,Verbal Warning,"Cyrus, Lance",1408 Harper Dr
180000019580,2018-04-02T22:39:54Z,Disturbance - Phys/Fight,Arrest,"Wooten, Christopher",1601 N IH 35
180000019582,2018-04-02T22:51:28Z,Mental Health Invest,Report,"Putnam, Justin",507 Craddock Ave
180000019585,2018-04-02T23:07:36Z,Accident - Major/Injury,Report,"Manak, Kelsey",E Hopkins St/W Access Rd
180000019592,2018-04-03T00:02:27Z,Disturbance - Noise,Verbal Warning,"Alvarado, Manuel",1001 Leah Ave
180000019599,2018-04-03T01:31:51Z,Disturbance - Noise,Verbal Warning,"Allen, Ashley",201 Telluride St
180000019600,2018-04-03T01:32:33Z,Disturbance - Noise,Verbal Warning,"Allen, Ashley",650 E Hopkins St
180000019601,2018-04-03T01:33:36Z,Attempt to Locate,Arrest,"Alvarado, Manuel",204 NB
180000019603,2018-04-03T01:41:15Z,Disturbance - Noise,Warning,"Wooten, Christopher",1610 N IH 35
180000019607,2018-04-03T02:12:54Z,Disturbance - Noise,Verbal Warning,"Wooten, Christopher",1900 Aquarena Springs Dr
180000019619,2018-04-03T04:56:44Z,Information,Ref oth Agncy,,2300 S IH 35
180000019639,2018-04-03T08:11:36Z,Criminal Mischief,Refer To COPR,"Gibson, Kathryn",215 Roosevelt St
180000019644,2018-04-03T08:42:00Z,Discharged Firearm,Report,"Scott, Charles",104 N IH 35
180000019657,2018-04-03T10:05:11Z,Suspicious Vehicle,Report,"Gibson, Kathryn",1000 Indiana St
180000019682,2018-04-03T12:22:53Z,Accident - Unknown,Report,"Smith, Marcus",Edward Gary St/E San Antonio St
180000019684,2018-04-03T12:26:27Z,Accident - Minor,Citation Issued,"Gibson, Kathryn",Burleson St/Moore St
180000019687,2018-04-03T12:32:17Z,Recovered Stolen Vehicle,Report,"Ellingson, Brian",1002 W San Antonio St
180000019689,2018-04-03T12:47:29Z,Suspicious Circumstances,Red Tagged,"Gibson, Kathryn",2300 S IH 35
180000019704,2018-04-03T13:38:34Z,Solicitors,Multiple Arrest,"Smith, Marcus",Hwy 123/E Access Rd
180000019707,2018-04-03T13:49:24Z,Wanted Person,Arrest,"Ellingson, Brian",2300 S IH 35
180000019709,2018-04-03T14:12:14Z,Investigation,Citation Issued,"Beller, Paul",1482 River Rd
180000019719,2018-04-03T15:14:16Z,Accident - Unknown,Report,"Smith, Marcus",Hunter Rd/S Suttles Ave
180000019740,2018-04-03T17:10:26Z,Accident - Unknown,Report,"Tureaud, Benjamin",W Holland St/Academy St
180000019741,2018-04-03T17:12:23Z,Burglary - Vehicle,Report,"Reeder, John",2300 S IH 35
180000019752,2018-04-03T17:51:41Z,Attempt to Locate,Ref oth Agncy,,199 SB
180000019772,2018-04-03T20:04:28Z,Accident - Unknown,Blue Form Issue,"Sarver, Stephen",McKinnon St/Cheatham St
180000019777,2018-04-03T20:26:43Z,Suspicious Circumstances,Arrest,"Tureaud, Benjamin",700 Barnes Dr
180000019779,2018-04-03T20:33:58Z,Wanted Person,Ref oth Agncy,,1307 Uhland Rd
180000019785,2018-04-03T21:04:05Z,Accident - Minor,Blue Form Issue,"Seals, Bradley",E Hopkins St/N Edward Gary St
180000019804,2018-04-03T22:34:12Z,Assist Animal Control,Ref oth Agncy,"Wooten, Christopher",1009 Hackberry St
180000019806,2018-04-03T22:50:24Z,Suicidal Person,Report,"Tureaud, Benjamin",315 Field Corn Ln
180000019810,2018-04-03T23:15:41Z,Driving While Intoxicated,Arrest,"Alvarado, Manuel",E Sessom Dr/Aquarena Springs Dr
