Incident_Nr,TimeReported,Activity,Disposition,Location
1.8E+11,11/4/18 2:16,Accident - Minor,Arrest,1004 Hwy 123
1.8E+11,11/4/18 2:19,Disturbance - Phys/Fight,Citation Issued,120 E San Antonio St
1.8E+11,11/4/18 2:51,Disturbance - Verbal,Citation Issued,339 N Guadalupe St
1.8E+11,11/4/18 3:00,Accident - Minor,Blue Form Issue,100blk N Guadalupe St
1.8E+11,11/4/18 3:23,Assault,Report,451 Barnes Dr
1.8E+11,11/4/18 5:03,Robbery - Agg,Report,1909 Pecan St
1.8E+11,11/4/18 5:43,Public Assist,Arrest,Sturgeon Dr/River Rd
1.8E+11,11/4/18 7:59,Inj to Child/Eld/Disabled,Report,2113 River Rd
1.8E+11,11/4/18 8:38,Suicidal Person,Report,1408 Clyde St
1.8E+11,11/4/18 9:13,Theft,Report,929 Sagewood Trl
1.8E+11,11/4/18 9:21,Mental Health Invest,Report,EXIT 201 SB
1.8E+11,11/4/18 11:17,Attempt to Locate,Citation Issued,210 SB
1.8E+11,11/4/18 11:48,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/4/18 12:23,Attempt to Locate,Ref oth Agncy,205 SB
1.8E+11,11/4/18 13:05,Attempt to Locate,Verbal Warning,207 SB
1.8E+11,11/4/18 13:24,Disturbance - Phys/Fight,Arrest,705 River Rd
1.8E+11,11/4/18 15:28,Accident - Hit and Run,Blue Form Issue,1012 Hwy 123
1.8E+11,11/4/18 16:53,Accident - Major/Injury,Report,202 NB
1.8E+11,11/4/18 17:00,Theft,Report,1300 Blk Hwy 123
1.8E+11,11/4/18 18:50,Accident - Minor,Report,308 E Hopkins St
1.8E+11,11/4/18 19:54,Burglary - Habitation,Report,1701 Mill St
1.8E+11,11/4/18 20:02,Accident - Minor,Blue Form Issue,E Access Rd/Hwy 123
1.8E+11,11/4/18 20:17,Accident - Minor,Report,202 NB
1.8E+11,11/4/18 20:21,Burglary - Habitation,Report,1701 Mill St
1.8E+11,11/4/18 20:27,Burglary - Habitation,Report,1701 Mill St
1.8E+11,11/4/18 21:00,Vehicle Theft,Report,1271 Sadler Dr
1.8E+11,11/4/18 21:24,Attempt to Locate,Verbal Warning,204 NB
1.8E+11,11/4/18 22:42,Disturbance - Noise,Verbal Warning,1221 W Hopkins St
1.8E+11,11/4/18 23:21,Attempt to Locate,Report,E Hopkins St/W Access Rd
1.8E+11,11/4/18 23:54,Missing Person,Report,2300 S IH 35
1.8E+11,11/5/18 0:17,Suspicious Person,Multiple Arrest,109 West Ave
1.8E+11,11/5/18 0:28,Accident - Minor,Report,Davis Ln/River Rd
1.8E+11,11/5/18 2:08,Suspicious Person,Verbal Warning,1005 Hwy 80
1.8E+11,11/5/18 4:01,Suicidal Person,Report,1271 Sadler Dr
1.8E+11,11/5/18 6:58,Accident - Minor,Blue Form Issue,2201 S IH 35
1.8E+11,11/5/18 7:24,Accident - Minor,Blue Form Issue,Yarrington Rd/W Access Rd
1.8E+11,11/5/18 8:16,Wanted Person,Arrest,630 E Hopkins St
1.8E+11,11/5/18 8:42,Assault,Arrest,2601 Rattler Rd
1.8E+11,11/5/18 9:06,Disturbance - Noise,Verbal Warning,1360 Thorpe Ln
1.8E+11,11/5/18 9:13,Child Custody,Report,208 Durango St
1.8E+11,11/5/18 9:18,Accident - Hit and Run,Blue Form Issue,641 E Hopkins St
1.8E+11,11/5/18 10:24,Burglary - Habitation,Report,1701 Mill St
1.8E+11,11/5/18 11:15,Burglary - Habitation,Report,1701 Mill St
1.8E+11,11/5/18 13:27,Identity Theft,Report,106 Salas Dr
1.8E+11,11/5/18 14:04,Accident - Minor,Report,102 N IH 35
1.8E+11,11/5/18 14:50,Criminal Mischief,Refer To COPR,1000 Burleson St
1.8E+11,11/5/18 15:28,Accident - Minor,Blue Form Issue,1818 Old Ranch Road 12
1.8E+11,11/5/18 15:42,Burglary - Building,Report,201 Telluride St
1.8E+11,11/5/18 15:53,Civil Standby,Warning,218 Moore St
1.8E+11,11/5/18 16:45,Accident - Hit and Run,Report,1001 Hwy 123
1.8E+11,11/5/18 17:48,Public Assist,Ref oth Agncy,2300 S IH 35
1.8E+11,11/5/18 17:52,Theft,Arrest,1015 Hwy 80
1.8E+11,11/5/18 18:20,Runaway,Detention Juv,1103 Haynes St
1.8E+11,11/5/18 20:07,Burglary - Vehicle,Report,690 Centerpoint Rd
1.8E+11,11/5/18 20:14,Runaway,Report,2300 S IH 35
1.8E+11,11/5/18 21:28,Attempt to Locate,Verbal Warning,660 E Hopkins St
1.8E+11,11/5/18 23:02,Disturbance - Noise,Verbal Warning,1350 N LBJ Dr
1.8E+11,11/6/18 0:49,Vehicle Theft,Report,650 River Rd
1.8E+11,11/6/18 0:56,Welfare Concern,Arrest,N LBJ Dr/E San Antonio St
1.8E+11,11/6/18 2:00,Suspicious Person,Arrest,102 Knox St
1.8E+11,11/6/18 6:53,Vehicle Theft,Report,881 Sagewood Trl
1.8E+11,11/6/18 8:59,Indecency w Child,Report,2300 S IH 35
1.8E+11,11/6/18 9:29,Accident - Major/Injury,Report,1600blk Aquarena Springs Dr
1.8E+11,11/6/18 11:00,Mental Health Invest,Report,1925 Castle Gate Cir
1.8E+11,11/6/18 11:35,Theft,Ref oth Agncy,641 E Hopkins St
1.8E+11,11/6/18 12:10,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/6/18 12:30,Theft,Citation Issued,641 E Hopkins St
1.8E+11,11/6/18 12:54,Accident - Major/Injury,Report,1000blk Wonder World Dr
1.8E+11,11/6/18 13:57,Animal Call,Ref oth Agncy,600 Barnes Dr
1.8E+11,11/6/18 14:13,Theft,Arrest,641 E Hopkins St
1.8E+11,11/6/18 14:50,Accident - Major/Injury,Blue Form Issue,1941 S IH 35
1.8E+11,11/6/18 15:35,Assault,Ref oth Agncy,2300 S IH 35
1.8E+11,11/6/18 16:04,Forgery,Report,242 Rush Haven
1.8E+11,11/6/18 16:11,Vehicle Theft,Report,421 W San Antonio St
1.8E+11,11/6/18 16:19,Animal Call,Arrest,503 Uhland Rd
1.8E+11,11/6/18 16:51,Animal Call,Ref oth Agncy,1150 E River Ridge Pkwy
1.8E+11,11/6/18 17:01,Accident - Major/Injury,Report,S Stagecoach Trl/Wonder World Dr
1.8E+11,11/6/18 17:24,Disturbance - Phys/Fight,Report,831 Old Ranch Road 12
1.8E+11,11/6/18 17:44,Attempt to Locate,Citation Issued,198 NB
1.8E+11,11/6/18 19:13,Barking Dog,Verbal Warning,100blk Brazoria Trl
1.8E+11,11/6/18 21:23,Accident - Major/Injury,Report,Hwy 80/E Access Rd
1.8E+11,11/6/18 23:06,Suspicious Person,Arrest,2661 N IH 35
1.8E+11,11/6/18 23:11,Disturbance - Noise,Citation Issued,139 E Hopkins St
1.8E+11,11/6/18 23:53,Burglary - Building,Report,1700 Blk Mill St
1.8E+11,11/7/18 0:09,Burglary - Building,Report,804 Patton St
1.8E+11,11/7/18 0:43,Accident - Minor,Blue Form Issue,S Guadalupe St/Grove St
1.8E+11,11/7/18 2:28,Accident - Unknown,Arrest,Charles Austin Dr/E Hopkins St
1.8E+11,11/7/18 8:57,Indecency w Child,Report,2300 S IH 35
1.8E+11,11/7/18 9:00,Fraud,Report,2300 S IH 35
1.8E+11,11/7/18 9:39,Accident - Minor,Blue Form Issue,900blk Aquarena Springs Dr
1.8E+11,11/7/18 9:54,Accident - Minor,Blue Form Issue,221 E Sessom Dr
1.8E+11,11/7/18 10:29,Disturbance - Verbal,Warning,2024 Ramona Cir
1.8E+11,11/7/18 10:36,Accident - Minor,Blue Form Issue,E Hopkins St/W Access Rd
1.8E+11,11/7/18 11:17,Accident - Minor,Report,River Ridge Pkwy/E Access Rd
1.8E+11,11/7/18 11:38,Theft,Report,1011 Wonder World Dr
1.8E+11,11/7/18 11:39,Accident - Hit and Run,Blue Form Issue,1001 E McCarty Ln
1.8E+11,11/7/18 11:57,Animal Call,Arrest,817 Chestnut St
1.8E+11,11/7/18 12:25,Accident - Minor,Blue Form Issue,123 N Edward Gary St
1.8E+11,11/7/18 12:29,Accident - Hit and Run,Blue Form Issue,W Hopkins St/W San Antonio St
1.8E+11,11/7/18 12:31,Harassment,Ref oth Agncy,2300 S IH 35
1.8E+11,11/7/18 12:41,Animal Call,Ref oth Agncy,1050 McKinley Place Dr
1.8E+11,11/7/18 12:59,Attempt to Locate,Ref oth Agncy,208 NB
1.8E+11,11/7/18 13:59,Accident - Minor,Blue Form Issue,920 Hwy 80
1.8E+11,11/7/18 14:02,Theft,Citation Issued,660 E Hopkins St
1.8E+11,11/7/18 14:06,Assault,Report,4001 S IH 35
1.8E+11,11/7/18 14:20,Criminal Mischief,Refer To COPR,518 Linda Dr
1.8E+11,11/7/18 14:35,Investigation,Citation Issued,606 River Rd
1.8E+11,11/7/18 15:13,Alcohol Violation,Verbal Warning,170 Charles Austin Dr
1.8E+11,11/7/18 15:38,Disturbance - Verbal,Warning,1050 McKinley Place Dr
1.8E+11,11/7/18 15:45,Narcotics/Information,Multiple Arrest,1504 Aquarena Springs Dr
1.8E+11,11/7/18 15:55,Accident - Minor,Citation Issued,305 N Edward Gary St
1.8E+11,11/7/18 16:06,Investigation,Warning,700 Aquarena Springs Dr
1.8E+11,11/7/18 16:32,Theft,Refer To COPR,1354 Thorpe Ln
1.8E+11,11/7/18 17:42,Driving While Intoxicated,Arrest,222 E Hutchison St
1.8E+11,11/7/18 18:27,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/7/18 18:38,Suspicious Circumstances,Citation Issued,201 Kissing Tree Ln
1.8E+11,11/7/18 19:47,Disturbance - Noise,Verbal Warning,819 Sagewood Trl
1.8E+11,11/7/18 21:58,Pedestrian Stop,Verbal Warning,N Guadalupe St/W Hutchison St
1.8E+11,11/7/18 23:57,Disturbance - Noise,Verbal Warning,1701 Mill St
1.8E+11,11/8/18 0:10,Suspicious Vehicle,Citation Issued,555 Cheatham St
1.8E+11,11/8/18 1:19,Disturbance - Noise,Verbal Warning,417 N Comanche St
1.8E+11,11/8/18 2:18,Assault,Arrest,811 Allen St
1.8E+11,11/8/18 3:55,Suspicious Vehicle,Arrest,503 Uhland Rd
1.8E+11,11/8/18 5:10,Attempt to Locate,Ref oth Agncy,202 SB
1.8E+11,11/8/18 8:09,Disturbance - Noise,Verbal Warning,Sand Post Pl/Ancient Oak Way
1.8E+11,11/8/18 8:46,Supplement,Arrest,1015 Hwy 80
1.8E+11,11/8/18 11:07,Welfare Concern,Report,1400blk N Bishop St
1.8E+11,11/8/18 12:44,Credit/Debit Abuse,Report,2300 S IH 35
1.8E+11,11/8/18 13:15,Burglary - Vehicle,Report,1350 Leah Ave
1.8E+11,11/8/18 13:19,Criminal Mischief,Ref oth Agncy,1023 Hwy 80
1.8E+11,11/8/18 14:01,Theft,Citation Issued,1015 Hwy 80
1.8E+11,11/8/18 14:12,Accident - Major/Injury,Report,900blk N IH 35
1.8E+11,11/8/18 14:45,Accident - Minor,Blue Form Issue,700 N Lbj Dr
1.8E+11,11/8/18 15:18,Trespassing/Unwanted,Warning,104 Lee St
1.8E+11,11/8/18 15:44,Fraud,Report,933 Hwy 80
1.8E+11,11/8/18 17:07,Disturbance - Verbal,Warning,518 S Guadalupe St
1.8E+11,11/8/18 17:30,Fraud,Report,933 Hwy 80
1.8E+11,11/8/18 18:18,Runaway,Report,1800 Post Rd
1.8E+11,11/8/18 19:56,Welfare Concern,Arrest,641 E Hopkins St
1.8E+11,11/8/18 21:02,Assault,Report,Bugg Ln/Clarewood Dr
1.8E+11,11/8/18 21:43,Assist Outside Agency,Verbal Warning,2301 Hunter Rd
1.8E+11,11/8/18 23:08,Accident - Unknown,Report,N Edward Gary St/E Hopkins St
1.8E+11,11/8/18 23:35,Attempt to Locate,Arrest,198 NB
1.8E+11,11/9/18 2:42,Accident - Unknown,Blue Form Issue,EXIT 204B SB
1.8E+11,11/9/18 9:18,Suspicious Circumstances,Arrest,933 Hwy 80
1.8E+11,11/9/18 9:32,Identity Theft,Report,2300 S IH 35
1.8E+11,11/9/18 10:20,Accident - Minor,Report,1525 Aquarena Springs Dr
1.8E+11,11/9/18 11:38,Theft,Citation Issued,1015 Hwy 80
1.8E+11,11/9/18 12:25,Accident - Minor,Report,1500blk Thorpe Ln
1.8E+11,11/9/18 12:42,Threat,Warning,1612 S IH 35
1.8E+11,11/9/18 12:50,Fraud,Report,2300 S IH 35
1.8E+11,11/9/18 13:50,Assault,Report,2300 S IH 35
1.8E+11,11/9/18 14:39,Criminal Mischief,Refer To COPR,914 Tate Trl
1.8E+11,11/9/18 15:10,Disturbance - Phys/Fight,Arrest,1980 Aquarena Springs Dr
1.8E+11,11/9/18 16:15,Disturbance - Verbal,Citation Issued,900 Peques St
1.8E+11,11/9/18 16:33,Accident - Minor,Report,1500BLK Aquarena Springs Dr
1.8E+11,11/9/18 17:23,Accident - Minor,Blue Form Issue,1015 Hwy 80
1.8E+11,11/9/18 17:29,Accident - Unknown,Report,202 NB
1.8E+11,11/9/18 17:53,Suicidal Person,Report,801 River Rd
1.8E+11,11/9/18 18:24,Disturbance - Phys/Fight,Report,1805 N IH 35
1.8E+11,11/9/18 20:00,Disturbance - Noise,Verbal Warning,1701 Mill St
1.8E+11,11/9/18 20:05,Attempt to Locate,Blue Form Issue,1432 Old Ranch Road 12
1.8E+11,11/9/18 21:29,Accident - Minor,Report,1504 Aquarena Springs Dr
1.8E+11,11/9/18 22:12,Accident - Major/Injury,Report,Moore St/W Hutchison St
1.8E+11,11/9/18 23:22,Disturbance - Verbal,Arrest,120 E San Antonio St
1.8E+11,11/9/18 23:46,Disturbance - Noise,Citation Issued,301 Telluride St
1.8E+11,11/9/18 23:48,Suspicious Vehicle,Arrest,1303 Haynes St
1.8E+11,11/10/18 0:14,Disturbance - Noise,Verbal Warning,1701 Mill St
1.8E+11,11/10/18 0:19,Disturbance - Noise,Citation Issued,1701 Mill St
1.8E+11,11/10/18 0:38,Alcohol Violation,Citation Issued,138 N LBJ Dr
1.8E+11,11/10/18 0:40,Disturbance - Noise,Verbal Warning,1111 Avalon Ave
1.8E+11,11/10/18 1:27,Alcohol Violation,Citation Issued,1415 Craddock Ave
1.8E+11,11/10/18 1:46,Disturbance - Noise,Verbal Warning,1415 Craddock Ave
1.8E+11,11/10/18 2:30,Disturbance - Verbal,Multiple Arrest,1004 Hwy 123
1.8E+11,11/10/18 3:03,Welfare Concern,Arrest,2300 S IH 35
1.8E+11,11/10/18 3:06,Criminal Mischief,Arrest,1305 S IH 35
1.8E+11,11/10/18 3:08,Suspicious Vehicle,Multiple Arrest,817 N IH 35
1.8E+11,11/10/18 3:39,Attempt to Locate,Ref oth Agncy,205 NB
1.8E+11,11/10/18 4:21,Disturbance - Verbal,Arrest,1101 E River Ridge Pkwy
1.8E+11,11/10/18 8:49,Accident - Hit and Run,Ref oth Agncy,200 SB
1.8E+11,11/10/18 9:29,Burglary - Vehicle,Report,1354 Thorpe Ln
1.8E+11,11/10/18 9:41,Attempt to Locate,Verbal Warning,201 NB
1.8E+11,11/10/18 11:25,Accident - Major/Injury,Report,600blk W Hopkins St
1.8E+11,11/10/18 11:50,Criminal Mischief,Refer To COPR,1980 Aquarena Springs Dr
1.8E+11,11/10/18 11:52,Theft,Refer To COPR,1029 Esplanade Pkwy
1.8E+11,11/10/18 12:44,Attempt to Locate,Citation Issued,206 SB
1.8E+11,11/10/18 14:13,Theft,Citation Issued,1015 Hwy 80
1.8E+11,11/10/18 17:08,Accident - Major/Injury,Report,Centerpoint Rd/E Access Rd
1.8E+11,11/10/18 18:35,Accident - Major/Injury,Report,1109 N IH 35
1.8E+11,11/10/18 19:13,Attempt to Locate,Ref oth Agncy,206 NB
1.8E+11,11/10/18 19:22,Attempt to Locate,Arrest,207 SB
1.8E+11,11/10/18 20:15,Attempt to Locate,Ref oth Agncy,200 SB
1.8E+11,11/10/18 20:54,Accident - Major/Injury,Report,Hwy 80/E Access Rd
1.8E+11,11/10/18 22:52,Disturbance - Noise,Verbal Warning,1850 Aquarena Springs Dr
1.8E+11,11/10/18 23:01,Suspicious Circumstances,Arrest,2216 S IH 35
1.8E+11,11/10/18 23:16,Viol City Ordinance,Verbal Warning,621 Clyde Ct
1.8E+11,11/11/18 0:22,Assault,Arrest,1001 E McCarty Ln
1.8E+11,11/11/18 0:35,Disturbance - Noise,Verbal Warning,1150 E River Ridge Pkwy
1.8E+11,11/11/18 1:24,Disturbance - Phys/Fight,Citation Issued,138 N LBJ Dr
1.8E+11,11/11/18 1:45,Burglary - Habitation,Arrest,200 Robbie Ln
1.8E+11,11/11/18 2:10,Accident - Hit and Run,Blue Form Issue,115 Salerno Dr
1.8E+11,11/11/18 2:52,Welfare Concern,Arrest,221 N Guadalupe St
1.8E+11,11/11/18 5:26,Welfare Concern,Arrest,Post Rd/Lime Kiln Rd
1.8E+11,11/11/18 9:43,Accident - Hit and Run,Blue Form Issue,1415 Craddock Ave
1.8E+11,11/11/18 11:04,Accident - Hit and Run,Blue Form Issue,333 S Reimer Ave
1.8E+11,11/11/18 11:39,Assault,Detention Juv,1506 S IH 35
1.8E+11,11/11/18 11:50,Burglary - Vehicle,Report,2131 N IH 35
1.8E+11,11/11/18 12:03,Attempt to Locate,Ref oth Agncy,198 NB
1.8E+11,11/11/18 12:37,Theft,Citation Issued,1015 Hwy 80
1.8E+11,11/11/18 12:54,Accident - Hit and Run,Blue Form Issue,2769 N IH 35
1.8E+11,11/11/18 14:32,Runaway,Report,2300 S IH 35
1.8E+11,11/11/18 15:23,Viol City Ordinance,Citation Issued,215 W MLK Dr
1.8E+11,11/11/18 15:46,Burglary - Habitation,Report,922 Haynes St
1.8E+11,11/11/18 17:10,Theft,Arrest,1015 Hwy 80
1.8E+11,11/11/18 18:04,Harassment,Report,801 River Rd
1.8E+11,11/11/18 18:40,Accident - Minor,Report,204 NB
1.8E+11,11/11/18 19:22,Suspicious Person,Arrest,1703 Hunter Rd
1.8E+11,11/11/18 19:49,Accident - Unknown,Blue Form Issue,1300blk S IH 35
1.8E+11,11/11/18 20:35,Accident - Minor,Blue Form Issue,1005 Hwy 80
1.8E+11,11/12/18 0:32,Accident - Major/Injury,Citation Issued,Braeden Brooke Dr/Mary Max Cir
1.8E+11,11/12/18 0:42,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/12/18 1:08,Suspicious Vehicle,Citation Issued,300blk Hoya Ln
1.8E+11,11/12/18 2:00,Disturbance - Phys/Fight,Arrest,650 E Hopkins St
1.8E+11,11/12/18 2:08,Public Intoxication,Arrest,1301 Wonder World Dr
1.8E+11,11/12/18 2:58,Disturbance - Noise,Verbal Warning,1651 Post Rd
1.8E+11,11/12/18 3:08,Suspicious Vehicle,Verbal Warning,315 Reynolds St
1.8E+11,11/12/18 5:45,Trespassing/Unwanted,Report,1818 Old Ranch Road 12
1.8E+11,11/12/18 8:03,Burglary - Vehicle,Report,2300 S IH 35
1.8E+11,11/12/18 8:46,Trespassing/Unwanted,Warning,933 Hwy 80
1.8E+11,11/12/18 9:05,Sexual Assault - Child,Report,800 Blk River Rd
1.8E+11,11/12/18 10:38,Suicidal Person,Report,1307 Uhland Rd
1.8E+11,11/12/18 11:09,Accident - Minor,Report,600 Wonder World Dr
1.8E+11,11/12/18 11:47,Mental Health Invest,Report,2300 S IH 35
1.8E+11,11/12/18 12:20,Trespassing/Unwanted,Arrest,4015 S IH 35
1.8E+11,11/12/18 14:10,Fraud,Report,801 Conway Dr
1.8E+11,11/12/18 15:50,Welfare Concern,Blue Form Issue,701 E Hopkins St
1.8E+11,11/12/18 16:26,Accident - Minor,Blue Form Issue,3939 S IH 35
1.8E+11,11/12/18 16:43,Trespassing/Unwanted,Arrest,417 N Comanche St
1.8E+11,11/12/18 20:30,Accident - Major/Injury,Arrest,Thorpe Ln/Robbie Ln
1.8E+11,11/12/18 20:53,Public Assist,Report,2300 S IH 35
1.8E+11,11/12/18 21:21,Accident - Minor,Blue Form Issue,101 University Dr
1.8E+11,11/12/18 22:05,Attempt to Locate,Ref oth Agncy,Hwy 80/E Access Rd
1.8E+11,11/12/18 22:11,Burglary - Vehicle,Report,550 Barnes Dr
1.8E+11,11/12/18 23:30,Property - Lost/Found/Imp,Verbal Warning,1304 Hillyer St
1.8E+11,11/13/18 0:27,Suspicious Circumstances,Arrest,1629 Post Rd
1.8E+11,11/13/18 4:16,Accident - Hit and Run,Arrest,503 Franklin Dr
1.8E+11,11/13/18 6:47,Welfare Concern,Report,917 N IH 35
1.8E+11,11/13/18 9:33,Animal Call,Ref oth Agncy,210 N Edward Gary St
1.8E+11,11/13/18 10:38,Solicitors,Verbal Warning,E Access Rd/Hwy 123
1.8E+11,11/13/18 10:55,Accident - Minor,Blue Form Issue,2300 S IH 35
1.8E+11,11/13/18 11:09,Harassment,Report,2300 S IH 35
1.8E+11,11/13/18 11:14,Accident - Minor,Blue Form Issue,2980 S IH 35
1.8E+11,11/13/18 12:25,Sexual Assault,Report,2300 S IH 35
1.8E+11,11/13/18 12:35,Credit/Debit Abuse,Report,2300 S IH 35
1.8E+11,11/13/18 13:23,Accident - Unknown,Report,204 SB
1.8E+11,11/13/18 13:26,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/13/18 13:31,Accident - Major/Injury,Report,W Hopkins St/Moore St
1.8E+11,11/13/18 14:32,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/13/18 16:34,Accident - Major/Injury,Report,1300blk Hwy 123
1.8E+11,11/13/18 17:48,Disturbance - Phys/Fight,Arrest,1202 Thorpe Ln
1.8E+11,11/13/18 18:04,Disturbance - Verbal,Report,1320 W Hopkins St
1.8E+11,11/13/18 18:42,Accident - Minor,Blue Form Issue,641 E Hopkins St
1.8E+11,11/13/18 18:44,Disturbance - Noise,Verbal Warning,1951 Aquarena Springs Dr
1.8E+11,11/13/18 22:05,Accident - Hit and Run,Report,Scott St/Burleson St
1.8E+11,11/13/18 23:13,Disturbance - Phys/Fight,Arrest,650 River Rd
1.8E+11,11/13/18 23:50,Accident - Hit and Run,Report,Aquarena Springs Dr/West Ave
1.8E+11,11/13/18 23:59,Disturbance - Verbal,Verbal Warning,100 E Hopkins St
1.8E+11,11/14/18 1:04,Accident - Minor,Citation Issued,Mill St/Telluride St
1.8E+11,11/14/18 3:12,Trespassing/Unwanted,Warning,1105 N IH 35
1.8E+11,11/14/18 4:00,Trespassing/Unwanted,Warning,1105 N IH 35
1.8E+11,11/14/18 7:21,Burglary - Habitation,Report,512 Lockhart St
1.8E+11,11/14/18 7:26,Accident - Minor,Report,E Access Rd/Yarrington Rd
1.8E+11,11/14/18 7:54,Accident - Minor,Report,2050 S IH 35
1.8E+11,11/14/18 7:58,Accident - Minor,Blue Form Issue,1100blk Hwy 123
1.8E+11,11/14/18 9:38,Marijuana,Detention Juv,2601 Rattler Rd
1.8E+11,11/14/18 9:51,Investigation,,500 Parker Dr
1.8E+11,11/14/18 10:26,Trespassing/Unwanted,Warning,1210 S IH 35
1.8E+11,11/14/18 10:44,Death Investigation,Report,1720 Old Ranch Road 12
1.8E+11,11/14/18 10:51,Solicitors,Verbal Warning,E Hopkins St/W Access Rd
1.8E+11,11/14/18 10:56,Accident - Unknown,Report,201 SB
1.8E+11,11/14/18 11:12,Theft,Report,925 Hwy 80
1.8E+11,11/14/18 11:17,Accident - Minor,Blue Form Issue,1250 Belvin St
1.8E+11,11/14/18 11:22,Accident - Minor,Blue Form Issue,1500blk Hwy 123
1.8E+11,11/14/18 11:27,Accident - Hit and Run,Blue Form Issue,1015 Hwy 80
1.8E+11,11/14/18 11:45,Fraud,Report,1606 N IH 35
1.8E+11,11/14/18 12:07,Accident - Hit and Run,Blue Form Issue,800blk S Guadalupe St
1.8E+11,11/14/18 12:10,Theft,Refer To COPR,2300 S IH 35
1.8E+11,11/14/18 12:11,Arson,Report,205 W MLK Dr
1.8E+11,11/14/18 12:49,Accident - Minor,Blue Form Issue,641 E Hopkins St
1.8E+11,11/14/18 13:36,Burglary - Habitation,Report,1980 Aquarena Springs Dr
1.8E+11,11/14/18 14:29,Fraud,Report,929 Hwy 80
1.8E+11,11/14/18 14:45,Property - Lost/Found/Imp,Ref oth Agncy,1249 W Hopkins St
1.8E+11,11/14/18 15:52,Theft,Report,2300 S IH 35
1.8E+11,11/14/18 16:12,Attempt to Locate,Ref oth Agncy,213 Nb
1.8E+11,11/14/18 16:55,Sexual Assault,Report,200 Blk N Edward Gary St
1.8E+11,11/14/18 18:50,Robbery - Agg,Report,1111 Avalon Ave
1.8E+11,11/14/18 20:31,Accident - Unknown,Report,206 NB
1.8E+11,11/14/18 20:38,Disturbance - Verbal,Arrest,936 Field St
1.8E+11,11/14/18 20:50,Theft,Refer To COPR,311 W Hopkins St
1.8E+11,11/14/18 21:51,Suicidal Person,Report,1610 N IH 35
1.8E+11,11/14/18 21:57,Criminal Mischief,Report,1647 Post Rd
1.8E+11,11/14/18 23:09,Disturbance - Noise,Verbal Warning,800 N LBJ Dr
1.8E+11,11/15/18 0:24,Suspicious Vehicle,Arrest,105 Wonder World Dr
1.8E+11,11/15/18 2:17,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/15/18 6:16,Attempt to Locate,Ref oth Agncy,202 SB
1.8E+11,11/15/18 7:09,Threat,Report,2300 S IH 35
1.8E+11,11/15/18 8:10,Attempt to Locate,Verbal Warning,206 SB
1.8E+11,11/15/18 9:35,Accident - Minor,Blue Form Issue,1300blk Wonder World Dr
1.8E+11,11/15/18 9:55,Mental Health Invest,Report,121 E DeZavala Dr
1.8E+11,11/15/18 10:13,Harassment,Report,2300 S IH 35
1.8E+11,11/15/18 10:28,Harassment,Report,512 Craddock Ave
1.8E+11,11/15/18 10:57,Trespassing/Unwanted,Arrest,518 S Guadalupe St
1.8E+11,11/15/18 11:03,Animal Call,Ref oth Agncy,125 Flatland Trl
1.8E+11,11/15/18 11:34,Criminal Mischief,Refer To COPR,2300 S IH 35
1.8E+11,11/15/18 11:38,Accident - Minor,Blue Form Issue,E McCarty Ln/W Access Rd
1.8E+11,11/15/18 11:46,Animal Call,Ref oth Agncy,401 Broadway St
1.8E+11,11/15/18 12:50,Accident - Minor,Report,E Hopkins St/W Access Rd
1.8E+11,11/15/18 13:02,Theft,Report,1000 Civic Center Lp
1.8E+11,11/15/18 13:12,Attempt to Locate,Ref oth Agncy,199 NB
1.8E+11,11/15/18 13:27,Death Investigation,Report,229 Camacho St
1.8E+11,11/15/18 14:28,Attempt to Locate,Ref oth Agncy,210 SB
1.8E+11,11/15/18 14:47,Mental Health Invest,Report,1106 N IH 35
1.8E+11,11/15/18 14:50,Criminal Mischief,Refer To COPR,2300 S IH 35
1.8E+11,11/15/18 14:52,Trespassing/Unwanted,Warning,503 Springtown Way
1.8E+11,11/15/18 14:54,Accident - Unknown,Report,204 E Access Rd
1.8E+11,11/15/18 15:44,Accident - Minor,Report,Aquarena Springs Dr/Charles Austin St
1.8E+11,11/15/18 15:57,Missing Person - Recover,Report,2913 Hunter Rd
1.8E+11,11/15/18 16:24,Accident - Minor,Report,2041 S IH 35
1.8E+11,11/15/18 16:36,Mental Health Invest,Report,1301 Wonder World Dr
1.8E+11,11/15/18 16:50,Disturbance - Noise,Verbal Warning,428 N Comanche St
1.8E+11,11/15/18 16:50,Theft,Refer To COPR,210 S Stagecoach Trl
1.8E+11,11/15/18 17:06,Trespassing/Unwanted,Arrest,1642 Aquarena Springs Dr
1.8E+11,11/15/18 18:09,Violation Of Order,Report,2300 S IH 35
1.8E+11,11/15/18 18:19,Driving While Intoxicated,Arrest,802 S Guadalupe St
1.8E+11,11/15/18 18:39,Accident - Major/Injury,Report,1642 Aquarena Springs Dr
